id,language,split,task,sentence_a,sentence_b,label,reviewer,judged_label,fluent,comment
1b323abb7b76c2b2793f87b8ee05dcdeac1b3aef5bab6e053b97018419b8a2c9:0:en,en,test,roles,The old white sheep follows the young red rabbit and the young red rabbit sees the old white sheep.,The young red rabbit is seen by the old white sheep and the old white sheep is followed by the young red rabbit.,0,reviewer_1,,,
1b323abb7b76c2b2793f87b8ee05dcdeac1b3aef5bab6e053b97018419b8a2c9:0:en,en,test,roles,The old white sheep follows the young red rabbit and the young red rabbit sees the old white sheep.,The young red rabbit is seen by the old white sheep and the old white sheep is followed by the young red rabbit.,0,reviewer_2,,,
b97214939f6422065e9735ec8702245c869a86e0341e425967a317da7e0cee75:1:en,en,test,roles,The young blue bear sees the old green bear and the old green bear greets the young blue bear.,The old green bear is seen by the young blue bear and the young blue bear is greeted by the old green bear.,1,reviewer_1,,,
b97214939f6422065e9735ec8702245c869a86e0341e425967a317da7e0cee75:1:en,en,test,roles,The young blue bear sees the old green bear and the old green bear greets the young blue bear.,The old green bear is seen by the young blue bear and the young blue bear is greeted by the old green bear.,1,reviewer_2,,,
22718207d83c3cbe7e0efff5f33e8815aea2519219e7fdb89e1da766f1a62a38:0:en,en,test,negation,The small yellow duck sees the large blue horse and the large blue horse does not see the small yellow duck.,The large blue horse is not seen by the small yellow duck and the small yellow duck is seen by the large blue horse.,0,reviewer_1,,,
22718207d83c3cbe7e0efff5f33e8815aea2519219e7fdb89e1da766f1a62a38:0:en,en,test,negation,The small yellow duck sees the large blue horse and the large blue horse does not see the small yellow duck.,The large blue horse is not seen by the small yellow duck and the small yellow duck is seen by the large blue horse.,0,reviewer_2,,,
bfc6394bc1d240141c13b78077d0a5eeafd4060c8881fc6a1d071f79402186f2:1:en,en,test,negation,The old black horse sees the young white sheep and the young white sheep does not see the old black horse.,The young white sheep is seen by the old black horse and the old black horse is not seen by the young white sheep.,1,reviewer_1,,,
bfc6394bc1d240141c13b78077d0a5eeafd4060c8881fc6a1d071f79402186f2:1:en,en,test,negation,The old black horse sees the young white sheep and the young white sheep does not see the old black horse.,The young white sheep is seen by the old black horse and the old black horse is not seen by the young white sheep.,1,reviewer_2,,,
83ae737bec3233f617eb08acab664cff675a39e51993ae5a167653976bfc3fd8:0:en,en,test,space,The old blue mouse is to the right of the old yellow lion and the large yellow fox is to the left of the old green lion.,The old yellow lion is to the right of the old blue mouse and the old green lion is to the left of the large yellow fox.,0,reviewer_1,,,
83ae737bec3233f617eb08acab664cff675a39e51993ae5a167653976bfc3fd8:0:en,en,test,space,The old blue mouse is to the right of the old yellow lion and the large yellow fox is to the left of the old green lion.,The old yellow lion is to the right of the old blue mouse and the old green lion is to the left of the large yellow fox.,0,reviewer_2,,,
ef5c6bf74fde5fc1ca40074470725a80db58e62efa1efc3a0c28282d78383c8b:1:en,en,test,space,The old blue cow is to the right of the small yellow bear and the young yellow sheep is to the left of the large green sheep.,The small yellow bear is to the left of the old blue cow and the large green sheep is to the right of the young yellow sheep.,1,reviewer_1,,,
ef5c6bf74fde5fc1ca40074470725a80db58e62efa1efc3a0c28282d78383c8b:1:en,en,test,space,The old blue cow is to the right of the small yellow bear and the young yellow sheep is to the left of the large green sheep.,The small yellow bear is to the left of the old blue cow and the large green sheep is to the right of the young yellow sheep.,1,reviewer_2,,,
4ce2a9ab4bc06e8e1b680a46f8ea5b53ebb08926856f36b3bcbc953411e9224a:0:en,en,test,quantity,There are seven small green mice and four old white lions.,There are seven old white lions and four small green mice.,0,reviewer_1,,,
4ce2a9ab4bc06e8e1b680a46f8ea5b53ebb08926856f36b3bcbc953411e9224a:0:en,en,test,quantity,There are seven small green mice and four old white lions.,There are seven old white lions and four small green mice.,0,reviewer_2,,,
c5bdaacbb1c4b3764844fd9f43b61c87574dcb948e40e9362b2ba2c0628bd105:1:en,en,test,quantity,There are eight young yellow rabbits and two young green rabbits.,There are two young green rabbits and eight young yellow rabbits.,1,reviewer_1,,,
c5bdaacbb1c4b3764844fd9f43b61c87574dcb948e40e9362b2ba2c0628bd105:1:en,en,test,quantity,There are eight young yellow rabbits and two young green rabbits.,There are two young green rabbits and eight young yellow rabbits.,1,reviewer_2,,,
b5f8a64c76359caa03c57e403c8aa85d5e0555cc82242cabf76d76ddc8786efd:0:en,en,train,roles,The small green lion sees the young red sheep and the young red sheep greets the small green lion.,The young red sheep is greeted by the small green lion and the small green lion is seen by the young red sheep.,0,reviewer_1,,,
b5f8a64c76359caa03c57e403c8aa85d5e0555cc82242cabf76d76ddc8786efd:0:en,en,train,roles,The small green lion sees the young red sheep and the young red sheep greets the small green lion.,The young red sheep is greeted by the small green lion and the small green lion is seen by the young red sheep.,0,reviewer_2,,,
9da577503ed31794fb0755ff5f86084d618331b90eec974e7b4494a4275f7fae:1:en,en,train,roles,The small red cow sees the small blue hen and the small blue hen follows the small red cow.,The small blue hen is seen by the small red cow and the small red cow is followed by the small blue hen.,1,reviewer_1,,,
9da577503ed31794fb0755ff5f86084d618331b90eec974e7b4494a4275f7fae:1:en,en,train,roles,The small red cow sees the small blue hen and the small blue hen follows the small red cow.,The small blue hen is seen by the small red cow and the small red cow is followed by the small blue hen.,1,reviewer_2,,,
c1e7a37cc67b5bbc93bcad0a51cb26530ec30b9b43225eee147e06c97add75ee:0:en,en,train,negation,The large black cow does not greet the old yellow cat and the old yellow cat greets the large black cow.,The old yellow cat is greeted by the large black cow and the large black cow is not greeted by the old yellow cat.,0,reviewer_1,,,
c1e7a37cc67b5bbc93bcad0a51cb26530ec30b9b43225eee147e06c97add75ee:0:en,en,train,negation,The large black cow does not greet the old yellow cat and the old yellow cat greets the large black cow.,The old yellow cat is greeted by the large black cow and the large black cow is not greeted by the old yellow cat.,0,reviewer_2,,,
95ed68a46916b5c3381174eff443335702336c6d29fb1a2f73fc69c5eb9a0011:1:en,en,train,negation,The large red hen does not follow the young blue cow and the young blue cow follows the large red hen.,The young blue cow is not followed by the large red hen and the large red hen is followed by the young blue cow.,1,reviewer_1,,,
95ed68a46916b5c3381174eff443335702336c6d29fb1a2f73fc69c5eb9a0011:1:en,en,train,negation,The large red hen does not follow the young blue cow and the young blue cow follows the large red hen.,The young blue cow is not followed by the large red hen and the large red hen is followed by the young blue cow.,1,reviewer_2,,,
761f2a10f3517f4c4e795f94f29896d439760f5a308707b16cb574516eeb5a98:0:en,en,train,space,The small red rabbit is below the small blue duck and the small white mouse is above the small blue horse.,The small blue duck is below the small red rabbit and the small blue horse is above the small white mouse.,0,reviewer_1,,,
761f2a10f3517f4c4e795f94f29896d439760f5a308707b16cb574516eeb5a98:0:en,en,train,space,The small red rabbit is below the small blue duck and the small white mouse is above the small blue horse.,The small blue duck is below the small red rabbit and the small blue horse is above the small white mouse.,0,reviewer_2,,,
cd96e3b4df90204351a42adcaeac4de896675529a2fe8f779b395a15fb5eaa89:1:en,en,train,space,The young green lion is to the left of the small green bear and the large red fox is to the right of the small black rabbit.,The small green bear is to the right of the young green lion and the small black rabbit is to the left of the large red fox.,1,reviewer_1,,,
cd96e3b4df90204351a42adcaeac4de896675529a2fe8f779b395a15fb5eaa89:1:en,en,train,space,The young green lion is to the left of the small green bear and the large red fox is to the right of the small black rabbit.,The small green bear is to the right of the young green lion and the small black rabbit is to the left of the large red fox.,1,reviewer_2,,,
2a60e3d0ce33d116c94646ea986faa95254073740450853e15bf44db46a23de1:0:en,en,train,quantity,There are seven large black mice and four old red rabbits.,There are seven old red rabbits and four large black mice.,0,reviewer_1,,,
2a60e3d0ce33d116c94646ea986faa95254073740450853e15bf44db46a23de1:0:en,en,train,quantity,There are seven large black mice and four old red rabbits.,There are seven old red rabbits and four large black mice.,0,reviewer_2,,,
b57717281fab523896a13e86c3ba0e17f297c14639c09d0a2975d91efa6e9a22:1:en,en,train,quantity,There are six small black mice and five large red bears.,There are five large red bears and six small black mice.,1,reviewer_1,,,
b57717281fab523896a13e86c3ba0e17f297c14639c09d0a2975d91efa6e9a22:1:en,en,train,quantity,There are six small black mice and five large red bears.,There are five large red bears and six small black mice.,1,reviewer_2,,,
38a1c0fd9858459da3332751fd9d5e8af89b16393ae67c6528be11d39e4bc64c:0:en,en,dev_a,roles,The large blue fox follows the old blue lion and the old blue lion greets the large blue fox.,The old blue lion is greeted by the large blue fox and the large blue fox is followed by the old blue lion.,0,reviewer_1,,,
38a1c0fd9858459da3332751fd9d5e8af89b16393ae67c6528be11d39e4bc64c:0:en,en,dev_a,roles,The large blue fox follows the old blue lion and the old blue lion greets the large blue fox.,The old blue lion is greeted by the large blue fox and the large blue fox is followed by the old blue lion.,0,reviewer_2,,,
0e4592410e9f989c9d8b7a2870a6ee7e21d07ee6cd345124b4870cbb2fd930da:1:en,en,dev_a,roles,The old red hen sees the old red mouse and the old red mouse greets the old red hen.,The old red mouse is seen by the old red hen and the old red hen is greeted by the old red mouse.,1,reviewer_1,,,
0e4592410e9f989c9d8b7a2870a6ee7e21d07ee6cd345124b4870cbb2fd930da:1:en,en,dev_a,roles,The old red hen sees the old red mouse and the old red mouse greets the old red hen.,The old red mouse is seen by the old red hen and the old red hen is greeted by the old red mouse.,1,reviewer_2,,,
2e690c155b0c5c5893569c71c6954b85fb67c1d6290dce838a2f5253bb5fe650:0:en,en,dev_a,negation,The young yellow rabbit does not see the large red bear and the large red bear sees the young yellow rabbit.,The large red bear is seen by the young yellow rabbit and the young yellow rabbit is not seen by the large red bear.,0,reviewer_1,,,
2e690c155b0c5c5893569c71c6954b85fb67c1d6290dce838a2f5253bb5fe650:0:en,en,dev_a,negation,The young yellow rabbit does not see the large red bear and the large red bear sees the young yellow rabbit.,The large red bear is seen by the young yellow rabbit and the young yellow rabbit is not seen by the large red bear.,0,reviewer_2,,,
29ca35ed1fcf67427fe6613b8cb7b9c826afc740e603ef9806876f4f7bfb6618:1:en,en,dev_a,negation,The young red mouse does not follow the large blue dog and the large blue dog follows the young red mouse.,The large blue dog is not followed by the young red mouse and the young red mouse is followed by the large blue dog.,1,reviewer_1,,,
29ca35ed1fcf67427fe6613b8cb7b9c826afc740e603ef9806876f4f7bfb6618:1:en,en,dev_a,negation,The young red mouse does not follow the large blue dog and the large blue dog follows the young red mouse.,The large blue dog is not followed by the young red mouse and the young red mouse is followed by the large blue dog.,1,reviewer_2,,,
d336bb2d67fb7a9938bbba332535df3bfe502ce1061c42283e8a3fa00228f422:0:en,en,dev_a,space,The old black fox is to the right of the young black cow and the young red cat is to the left of the young black horse.,The young black cow is to the right of the old black fox and the young black horse is to the left of the young red cat.,0,reviewer_1,,,
d336bb2d67fb7a9938bbba332535df3bfe502ce1061c42283e8a3fa00228f422:0:en,en,dev_a,space,The old black fox is to the right of the young black cow and the young red cat is to the left of the young black horse.,The young black cow is to the right of the old black fox and the young black horse is to the left of the young red cat.,0,reviewer_2,,,
54aa2b959334f4699f236e39334d009f5d7f3f36bedcee1132786a324fccd2eb:1:en,en,dev_a,space,The young yellow fox is behind the small blue duck and the young yellow lion is in front of the young blue bear.,The small blue duck is in front of the young yellow fox and the young blue bear is behind the young yellow lion.,1,reviewer_1,,,
54aa2b959334f4699f236e39334d009f5d7f3f36bedcee1132786a324fccd2eb:1:en,en,dev_a,space,The young yellow fox is behind the small blue duck and the young yellow lion is in front of the young blue bear.,The small blue duck is in front of the young yellow fox and the young blue bear is behind the young yellow lion.,1,reviewer_2,,,
afd8d6b9be9bdbaac32bdcfaf455b16fcc3227a390dd5bcb7fb520470f159925:0:en,en,dev_a,quantity,There are seven old black sheep and three small black hens.,There are seven small black hens and three old black sheep.,0,reviewer_1,,,
afd8d6b9be9bdbaac32bdcfaf455b16fcc3227a390dd5bcb7fb520470f159925:0:en,en,dev_a,quantity,There are seven old black sheep and three small black hens.,There are seven small black hens and three old black sheep.,0,reviewer_2,,,
93614149ad00c1adcb131a1e4bab902a1b4d49077569c04c4530c4024ee7d620:1:en,en,dev_a,quantity,There are four large white mice and six young white bears.,There are six young white bears and four large white mice.,1,reviewer_1,,,
93614149ad00c1adcb131a1e4bab902a1b4d49077569c04c4530c4024ee7d620:1:en,en,dev_a,quantity,There are four large white mice and six young white bears.,There are six young white bears and four large white mice.,1,reviewer_2,,,
5543df3a1fbbc2607f8a806e24999c53ac6e46277deaf2c8cd98cfd2a889d213:0:en,en,dev_b,roles,The old blue lion greets the old black horse and the old black horse follows the old blue lion.,The old black horse is followed by the old blue lion and the old blue lion is greeted by the old black horse.,0,reviewer_1,,,
5543df3a1fbbc2607f8a806e24999c53ac6e46277deaf2c8cd98cfd2a889d213:0:en,en,dev_b,roles,The old blue lion greets the old black horse and the old black horse follows the old blue lion.,The old black horse is followed by the old blue lion and the old blue lion is greeted by the old black horse.,0,reviewer_2,,,
e030ce5a3b6e5e4a885ea26b36eab8f794ac42daeefd13ab0ef646b4796479b0:1:en,en,dev_b,roles,The small white cow follows the small white duck and the small white duck greets the small white cow.,The small white duck is followed by the small white cow and the small white cow is greeted by the small white duck.,1,reviewer_1,,,
e030ce5a3b6e5e4a885ea26b36eab8f794ac42daeefd13ab0ef646b4796479b0:1:en,en,dev_b,roles,The small white cow follows the small white duck and the small white duck greets the small white cow.,The small white duck is followed by the small white cow and the small white cow is greeted by the small white duck.,1,reviewer_2,,,
34f1b6be93d4b46b0771c1d22977716257074c35c6dfdd9ec7c8d5cb73392805:0:en,en,dev_b,negation,The small green cat does not see the young black hen and the young black hen sees the small green cat.,The young black hen is seen by the small green cat and the small green cat is not seen by the young black hen.,0,reviewer_1,,,
34f1b6be93d4b46b0771c1d22977716257074c35c6dfdd9ec7c8d5cb73392805:0:en,en,dev_b,negation,The small green cat does not see the young black hen and the young black hen sees the small green cat.,The young black hen is seen by the small green cat and the small green cat is not seen by the young black hen.,0,reviewer_2,,,
857cf432cd99720b0db4fb44ae268f223aaf63f7092a3205db6af9a7479e37c3:1:en,en,dev_b,negation,The old black cat does not see the large black cow and the large black cow sees the old black cat.,The large black cow is not seen by the old black cat and the old black cat is seen by the large black cow.,1,reviewer_1,,,
857cf432cd99720b0db4fb44ae268f223aaf63f7092a3205db6af9a7479e37c3:1:en,en,dev_b,negation,The old black cat does not see the large black cow and the large black cow sees the old black cat.,The large black cow is not seen by the old black cat and the old black cat is seen by the large black cow.,1,reviewer_2,,,
d6b1b7a61aee92dd82af9f208d66031aba3641e457bd58dc02bffd1706b6f697:0:en,en,dev_b,space,The large green duck is to the right of the old black horse and the young black dog is to the left of the old green duck.,The old black horse is to the right of the large green duck and the old green duck is to the left of the young black dog.,0,reviewer_1,,,
d6b1b7a61aee92dd82af9f208d66031aba3641e457bd58dc02bffd1706b6f697:0:en,en,dev_b,space,The large green duck is to the right of the old black horse and the young black dog is to the left of the old green duck.,The old black horse is to the right of the large green duck and the old green duck is to the left of the young black dog.,0,reviewer_2,,,
61d1122aa760fe6a2fb2dd9fed4b12ba2943995ee4375c2fc0b630458beba5ad:1:en,en,dev_b,space,The young white duck is behind the old black fox and the old red duck is in front of the small green cat.,The old black fox is in front of the young white duck and the small green cat is behind the old red duck.,1,reviewer_1,,,
61d1122aa760fe6a2fb2dd9fed4b12ba2943995ee4375c2fc0b630458beba5ad:1:en,en,dev_b,space,The young white duck is behind the old black fox and the old red duck is in front of the small green cat.,The old black fox is in front of the young white duck and the small green cat is behind the old red duck.,1,reviewer_2,,,
dfc00d0e391644bed75d36461cc65e6e9795e2da9666cc150019e8f8fcb6b479:0:en,en,dev_b,quantity,There are eight small blue lions and three young blue bears.,There are eight young blue bears and three small blue lions.,0,reviewer_1,,,
dfc00d0e391644bed75d36461cc65e6e9795e2da9666cc150019e8f8fcb6b479:0:en,en,dev_b,quantity,There are eight small blue lions and three young blue bears.,There are eight young blue bears and three small blue lions.,0,reviewer_2,,,
97672aeea7fe1e6332c6ed85216a6976515d6ab81114008fa6b4eb578e284eba:1:en,en,dev_b,quantity,There are four old white rabbits and eight large red rabbits.,There are eight large red rabbits and four old white rabbits.,1,reviewer_1,,,
97672aeea7fe1e6332c6ed85216a6976515d6ab81114008fa6b4eb578e284eba:1:en,en,dev_b,quantity,There are four old white rabbits and eight large red rabbits.,There are eight large red rabbits and four old white rabbits.,1,reviewer_2,,,
9dd4544fd39a106acedfe2d2a102b0cb885eeae5aace2a532e2b988efef22c17:0:en,en,test,roles,The small blue hen greets the old green hen and the old green hen follows the small blue hen.,The old green hen is followed by the small blue hen and the small blue hen is greeted by the old green hen.,0,reviewer_1,,,
9dd4544fd39a106acedfe2d2a102b0cb885eeae5aace2a532e2b988efef22c17:0:en,en,test,roles,The small blue hen greets the old green hen and the old green hen follows the small blue hen.,The old green hen is followed by the small blue hen and the small blue hen is greeted by the old green hen.,0,reviewer_2,,,
eef6c7d3e1357d07cc995719a15b9c4fb18ea68c94a214f68ade1a6b17126b63:1:en,en,test,roles,The small blue cat sees the young red cat and the young red cat greets the small blue cat.,The young red cat is seen by the small blue cat and the small blue cat is greeted by the young red cat.,1,reviewer_1,,,
eef6c7d3e1357d07cc995719a15b9c4fb18ea68c94a214f68ade1a6b17126b63:1:en,en,test,roles,The small blue cat sees the young red cat and the young red cat greets the small blue cat.,The young red cat is seen by the small blue cat and the small blue cat is greeted by the young red cat.,1,reviewer_2,,,
75bea2971143641046722d1131097872a2115b5472d070d025a63dc594c3064a:0:en,en,test,negation,The large white mouse follows the small black fox and the small black fox does not follow the large white mouse.,The small black fox is not followed by the large white mouse and the large white mouse is followed by the small black fox.,0,reviewer_1,,,
75bea2971143641046722d1131097872a2115b5472d070d025a63dc594c3064a:0:en,en,test,negation,The large white mouse follows the small black fox and the small black fox does not follow the large white mouse.,The small black fox is not followed by the large white mouse and the large white mouse is followed by the small black fox.,0,reviewer_2,,,
29b94d5f9d79083a4f2cbf13520bb2f66458ee32f53337204b609216871e779b:1:en,en,test,negation,The young black cat does not greet the large yellow cow and the large yellow cow greets the young black cat.,The large yellow cow is not greeted by the young black cat and the young black cat is greeted by the large yellow cow.,1,reviewer_1,,,
29b94d5f9d79083a4f2cbf13520bb2f66458ee32f53337204b609216871e779b:1:en,en,test,negation,The young black cat does not greet the large yellow cow and the large yellow cow greets the young black cat.,The large yellow cow is not greeted by the young black cat and the young black cat is greeted by the large yellow cow.,1,reviewer_2,,,
32811d2f7a2b5b09059e3fbb4334030644bf1453231bb216b8339cb8fc4430bf:0:en,en,test,space,The large white mouse is to the right of the small green duck and the young red cow is to the left of the old red dog.,The small green duck is to the right of the large white mouse and the old red dog is to the left of the young red cow.,0,reviewer_1,,,
32811d2f7a2b5b09059e3fbb4334030644bf1453231bb216b8339cb8fc4430bf:0:en,en,test,space,The large white mouse is to the right of the small green duck and the young red cow is to the left of the old red dog.,The small green duck is to the right of the large white mouse and the old red dog is to the left of the young red cow.,0,reviewer_2,,,
140a68d7f60ab8f8af21dbba7e045802cace64b53f6444526a39bbb21ae78348:1:en,en,test,space,The small yellow mouse is above the young green hen and the small green horse is below the large red sheep.,The young green hen is below the small yellow mouse and the large red sheep is above the small green horse.,1,reviewer_1,,,
140a68d7f60ab8f8af21dbba7e045802cace64b53f6444526a39bbb21ae78348:1:en,en,test,space,The small yellow mouse is above the young green hen and the small green horse is below the large red sheep.,The young green hen is below the small yellow mouse and the large red sheep is above the small green horse.,1,reviewer_2,,,
186b9b4b00895cb4315970e0ab0ca29f406ea2b77f262adff68d753f419a4d8a:0:en,en,test,quantity,There are six old yellow rabbits and four small yellow horses.,There are six small yellow horses and four old yellow rabbits.,0,reviewer_1,,,
186b9b4b00895cb4315970e0ab0ca29f406ea2b77f262adff68d753f419a4d8a:0:en,en,test,quantity,There are six old yellow rabbits and four small yellow horses.,There are six small yellow horses and four old yellow rabbits.,0,reviewer_2,,,
5976eeb75a74e4a3b568020b5889fe5495b9dfca1570f1e9c3fad57017853e6e:1:en,en,test,quantity,There are six large yellow horses and four large blue horses.,There are four large blue horses and six large yellow horses.,1,reviewer_1,,,
5976eeb75a74e4a3b568020b5889fe5495b9dfca1570f1e9c3fad57017853e6e:1:en,en,test,quantity,There are six large yellow horses and four large blue horses.,There are four large blue horses and six large yellow horses.,1,reviewer_2,,,
6c43d7dc19c3de5e383845e1a263f069abf0e03ac9b85cd8d98d91c51a4e54c5:0:en,en,train,roles,The young red lion greets the young black hen and the young black hen sees the young red lion.,The young black hen is seen by the young red lion and the young red lion is greeted by the young black hen.,0,reviewer_1,,,
6c43d7dc19c3de5e383845e1a263f069abf0e03ac9b85cd8d98d91c51a4e54c5:0:en,en,train,roles,The young red lion greets the young black hen and the young black hen sees the young red lion.,The young black hen is seen by the young red lion and the young red lion is greeted by the young black hen.,0,reviewer_2,,,
5e48a7249273d6f435d7f9b6d16ad18dbf666bc78e69c15fee27e739c111608b:1:en,en,train,roles,The small yellow horse sees the young green hen and the young green hen greets the small yellow horse.,The young green hen is seen by the small yellow horse and the small yellow horse is greeted by the young green hen.,1,reviewer_1,,,
5e48a7249273d6f435d7f9b6d16ad18dbf666bc78e69c15fee27e739c111608b:1:en,en,train,roles,The small yellow horse sees the young green hen and the young green hen greets the small yellow horse.,The young green hen is seen by the small yellow horse and the small yellow horse is greeted by the young green hen.,1,reviewer_2,,,
860b99989d01fb90d0afe51c558adb554138be5c6212998e019e16b600ffd076:0:en,en,train,negation,The old red sheep follows the young white hen and the young white hen does not follow the old red sheep.,The young white hen is not followed by the old red sheep and the old red sheep is followed by the young white hen.,0,reviewer_1,,,
860b99989d01fb90d0afe51c558adb554138be5c6212998e019e16b600ffd076:0:en,en,train,negation,The old red sheep follows the young white hen and the young white hen does not follow the old red sheep.,The young white hen is not followed by the old red sheep and the old red sheep is followed by the young white hen.,0,reviewer_2,,,
f9af66944c35aa4e25957c4172954f13417b4d8458511ab2cebef98b8316c3d0:1:en,en,train,negation,The young green dog does not see the small white fox and the small white fox sees the young green dog.,The small white fox is not seen by the young green dog and the young green dog is seen by the small white fox.,1,reviewer_1,,,
f9af66944c35aa4e25957c4172954f13417b4d8458511ab2cebef98b8316c3d0:1:en,en,train,negation,The young green dog does not see the small white fox and the small white fox sees the young green dog.,The small white fox is not seen by the young green dog and the young green dog is seen by the small white fox.,1,reviewer_2,,,
b53c8c28cda3f9cb05c8237b65d07b84a874ac399dade3589637fe45a8735fda:0:en,en,train,space,The small black horse is below the small yellow fox and the old black fox is above the small green mouse.,The small yellow fox is below the small black horse and the small green mouse is above the old black fox.,0,reviewer_1,,,
b53c8c28cda3f9cb05c8237b65d07b84a874ac399dade3589637fe45a8735fda:0:en,en,train,space,The small black horse is below the small yellow fox and the old black fox is above the small green mouse.,The small yellow fox is below the small black horse and the small green mouse is above the old black fox.,0,reviewer_2,,,
b70ec8d4dec5ad57e3e6577aaf9a791415e4c6d6704719551361c69fbc61771c:1:en,en,train,space,The young green mouse is to the right of the old white cat and the large white hen is to the left of the old black hen.,The old white cat is to the left of the young green mouse and the old black hen is to the right of the large white hen.,1,reviewer_1,,,
b70ec8d4dec5ad57e3e6577aaf9a791415e4c6d6704719551361c69fbc61771c:1:en,en,train,space,The young green mouse is to the right of the old white cat and the large white hen is to the left of the old black hen.,The old white cat is to the left of the young green mouse and the old black hen is to the right of the large white hen.,1,reviewer_2,,,
8c8745f07eeb5ee6aedde9b6bdb24160670ee3232c47cbdfdb90f7a30a620101:0:en,en,train,quantity,There are two young red hens and eight large green ducks.,There are two large green ducks and eight young red hens.,0,reviewer_1,,,
8c8745f07eeb5ee6aedde9b6bdb24160670ee3232c47cbdfdb90f7a30a620101:0:en,en,train,quantity,There are two young red hens and eight large green ducks.,There are two large green ducks and eight young red hens.,0,reviewer_2,,,
5b5e9e788f781d96a2e3e1ef2dc0c6fba2a606316d282fd23ead65b79023f217:1:en,en,train,quantity,There are seven small green lions and six young black lions.,There are six young black lions and seven small green lions.,1,reviewer_1,,,
5b5e9e788f781d96a2e3e1ef2dc0c6fba2a606316d282fd23ead65b79023f217:1:en,en,train,quantity,There are seven small green lions and six young black lions.,There are six young black lions and seven small green lions.,1,reviewer_2,,,
5779283d228367d8729959771deb6cbcf5b2de819c0ba9b6de792e9c6f9c7ad3:0:en,en,dev_a,roles,The small yellow mouse follows the large green lion and the large green lion greets the small yellow mouse.,The large green lion is greeted by the small yellow mouse and the small yellow mouse is followed by the large green lion.,0,reviewer_1,,,
5779283d228367d8729959771deb6cbcf5b2de819c0ba9b6de792e9c6f9c7ad3:0:en,en,dev_a,roles,The small yellow mouse follows the large green lion and the large green lion greets the small yellow mouse.,The large green lion is greeted by the small yellow mouse and the small yellow mouse is followed by the large green lion.,0,reviewer_2,,,
9ab94035a8c78c2262982e2e7bd90a9ff4473a332b1b646582c0ea03e88814f2:1:en,en,dev_a,roles,The small black horse greets the large black lion and the large black lion follows the small black horse.,The large black lion is greeted by the small black horse and the small black horse is followed by the large black lion.,1,reviewer_1,,,
9ab94035a8c78c2262982e2e7bd90a9ff4473a332b1b646582c0ea03e88814f2:1:en,en,dev_a,roles,The small black horse greets the large black lion and the large black lion follows the small black horse.,The large black lion is greeted by the small black horse and the small black horse is followed by the large black lion.,1,reviewer_2,,,
f8a628c10b0d5d2c3f1078a3916de84b998f3d86988cd7f0c77ac8210b810d88:0:en,en,dev_a,negation,The young white dog follows the young green cow and the young green cow does not follow the young white dog.,The young green cow is not followed by the young white dog and the young white dog is followed by the young green cow.,0,reviewer_1,,,
f8a628c10b0d5d2c3f1078a3916de84b998f3d86988cd7f0c77ac8210b810d88:0:en,en,dev_a,negation,The young white dog follows the young green cow and the young green cow does not follow the young white dog.,The young green cow is not followed by the young white dog and the young white dog is followed by the young green cow.,0,reviewer_2,,,
83d284cdb0314ccc47fad19b7e2a5d887357b0be2182ce47e99c9e72f4a208f9:1:en,en,dev_a,negation,The small black horse greets the large red mouse and the large red mouse does not greet the small black horse.,The large red mouse is greeted by the small black horse and the small black horse is not greeted by the large red mouse.,1,reviewer_1,,,
83d284cdb0314ccc47fad19b7e2a5d887357b0be2182ce47e99c9e72f4a208f9:1:en,en,dev_a,negation,The small black horse greets the large red mouse and the large red mouse does not greet the small black horse.,The large red mouse is greeted by the small black horse and the small black horse is not greeted by the large red mouse.,1,reviewer_2,,,
2f5496515c39b83140040f872b0b2e19ec7409a053ded750009ec59f4c636a10:0:en,en,dev_a,space,The old red mouse is below the small white duck and the old yellow bear is above the young white mouse.,The small white duck is below the old red mouse and the young white mouse is above the old yellow bear.,0,reviewer_1,,,
2f5496515c39b83140040f872b0b2e19ec7409a053ded750009ec59f4c636a10:0:en,en,dev_a,space,The old red mouse is below the small white duck and the old yellow bear is above the young white mouse.,The small white duck is below the old red mouse and the young white mouse is above the old yellow bear.,0,reviewer_2,,,
9960bca934eba87400d52872458228d58ceb8272287197c1fdbd3a853c14b413:1:en,en,dev_a,space,The old white rabbit is in front of the large red rabbit and the large blue cow is behind the large blue dog.,The large red rabbit is behind the old white rabbit and the large blue dog is in front of the large blue cow.,1,reviewer_1,,,
9960bca934eba87400d52872458228d58ceb8272287197c1fdbd3a853c14b413:1:en,en,dev_a,space,The old white rabbit is in front of the large red rabbit and the large blue cow is behind the large blue dog.,The large red rabbit is behind the old white rabbit and the large blue dog is in front of the large blue cow.,1,reviewer_2,,,
9bb670ddf4abd55cd675a4f423d737b2ea09afd6b895b833029943313a006748:0:en,en,dev_a,quantity,There are three old yellow cows and two old red hens.,There are three old red hens and two old yellow cows.,0,reviewer_1,,,
9bb670ddf4abd55cd675a4f423d737b2ea09afd6b895b833029943313a006748:0:en,en,dev_a,quantity,There are three old yellow cows and two old red hens.,There are three old red hens and two old yellow cows.,0,reviewer_2,,,
1e968e197307d10b0721007d3f51875067c69aaed3126244fb9a854eb3b50457:1:en,en,dev_a,quantity,There are two small white horses and five young red foxes.,There are five young red foxes and two small white horses.,1,reviewer_1,,,
