language,split,rendering,family,task,verb,neg,label,sentence_a,sentence_b
ko,dev_a,primary,assertion,negation,2,False,1,어린 하얀색 개가 늙은 파란색 고양이를 뒤따른다는 것과 늙은 파란색 고양이가 어린 하얀색 개를 뒤따르지 않는다는 것이 모두 사실이다.,늙은 파란색 고양이를 어린 하얀색 개가 뒤따른다는 것과 어린 하얀색 개를 늙은 파란색 고양이가 뒤따르지 않는다는 것이 모두 사실이다.
ko,dev_a,auxiliary,truth_question,negation,2,False,1,어린 하얀색 개가 늙은 파란색 고양이를 뒤따른다는 것과 늙은 파란색 고양이가 어린 하얀색 개를 뒤따르지 않는다는 것이 모두 사실인가?,늙은 파란색 고양이를 어린 하얀색 개가 뒤따른다는 것과 어린 하얀색 개를 늙은 파란색 고양이가 뒤따르지 않는다는 것이 모두 사실인가?
en,dev_a,primary,assertion,negation,2,True,0,The old white cat does not follow the old blue cat and the old blue cat follows the old white cat.,The old blue cat is followed by the old white cat and the old white cat is not followed by the old blue cat.
en,dev_a,auxiliary,truth_question,negation,2,True,0,Is it true that the old white cat does not follow the old blue cat and the old blue cat follows the old white cat?,Is it true that the old blue cat is followed by the old white cat and the old white cat is not followed by the old blue cat?
de,dev_a,primary,assertion,negation,2,True,0,Die alte weiße Katze verfolgt die alte blaue Katze nicht und die alte blaue Katze verfolgt die alte weiße Katze.,Die alte blaue Katze wird von der alten weißen Katze verfolgt und die alte weiße Katze wird nicht von der alten blauen Katze verfolgt.
de,dev_a,auxiliary,truth_question,negation,2,True,0,"Stimmt es, dass die alte weiße Katze die alte blaue Katze nicht verfolgt und die alte blaue Katze die alte weiße Katze verfolgt?","Stimmt es, dass die alte blaue Katze von der alten weißen Katze verfolgt wird und die alte weiße Katze nicht von der alten blauen Katze verfolgt wird?"
ko,dev_a,primary,assertion,negation,2,True,0,늙은 하얀색 고양이가 늙은 파란색 고양이를 뒤따르지 않는다는 것과 늙은 파란색 고양이가 늙은 하얀색 고양이를 뒤따른다는 것이 모두 사실이다.,늙은 파란색 고양이를 늙은 하얀색 고양이가 뒤따른다는 것과 늙은 하얀색 고양이를 늙은 파란색 고양이가 뒤따르지 않는다는 것이 모두 사실이다.
ko,dev_a,auxiliary,truth_question,negation,2,True,0,늙은 하얀색 고양이가 늙은 파란색 고양이를 뒤따르지 않는다는 것과 늙은 파란색 고양이가 늙은 하얀색 고양이를 뒤따른다는 것이 모두 사실인가?,늙은 파란색 고양이를 늙은 하얀색 고양이가 뒤따른다는 것과 늙은 하얀색 고양이를 늙은 파란색 고양이가 뒤따르지 않는다는 것이 모두 사실인가?
en,dev_a,primary,assertion,negation,2,True,1,The old white cat does not follow the old blue cat and the old blue cat follows the old white cat.,The old blue cat is not followed by the old white cat and the old white cat is followed by the old blue cat.
en,dev_a,auxiliary,truth_question,negation,2,True,1,Is it true that the old white cat does not follow the old blue cat and the old blue cat follows the old white cat?,Is it true that the old blue cat is not followed by the old white cat and the old white cat is followed by the old blue cat?
de,dev_a,primary,assertion,negation,2,True,1,Die alte weiße Katze verfolgt die alte blaue Katze nicht und die alte blaue Katze verfolgt die alte weiße Katze.,Die alte blaue Katze wird nicht von der alten weißen Katze verfolgt und die alte weiße Katze wird von der alten blauen Katze verfolgt.
de,dev_a,auxiliary,truth_question,negation,2,True,1,"Stimmt es, dass die alte weiße Katze die alte blaue Katze nicht verfolgt und die alte blaue Katze die alte weiße Katze verfolgt?","Stimmt es, dass die alte blaue Katze nicht von der alten weißen Katze verfolgt wird und die alte weiße Katze von der alten blauen Katze verfolgt wird?"
ko,dev_a,primary,assertion,negation,2,True,1,늙은 하얀색 고양이가 늙은 파란색 고양이를 뒤따르지 않는다는 것과 늙은 파란색 고양이가 늙은 하얀색 고양이를 뒤따른다는 것이 모두 사실이다.,늙은 파란색 고양이를 늙은 하얀색 고양이가 뒤따르지 않는다는 것과 늙은 하얀색 고양이를 늙은 파란색 고양이가 뒤따른다는 것이 모두 사실이다.
ko,dev_a,auxiliary,truth_question,negation,2,True,1,늙은 하얀색 고양이가 늙은 파란색 고양이를 뒤따르지 않는다는 것과 늙은 파란색 고양이가 늙은 하얀색 고양이를 뒤따른다는 것이 모두 사실인가?,늙은 파란색 고양이를 늙은 하얀색 고양이가 뒤따르지 않는다는 것과 늙은 하얀색 고양이를 늙은 파란색 고양이가 뒤따른다는 것이 모두 사실인가?
en,dev_a,primary,assertion,space,2,False,0,The old red bear is below the old blue fox and the young black mouse is above the large red fox.,The old blue fox is below the old red bear and the large red fox is above the young black mouse.
en,dev_a,auxiliary,truth_question,space,2,False,0,Is it true that the old red bear is below the old blue fox and the young black mouse is above the large red fox?,Is it true that the old blue fox is below the old red bear and the large red fox is above the young black mouse?
de,dev_a,primary,assertion,space,2,False,0,Der alte rote Bär ist unter dem alten blauen Fuchs und die junge schwarze Maus ist über dem großen roten Fuchs.,Der alte blaue Fuchs ist unter dem alten roten Bären und der große rote Fuchs ist über der jungen schwarzen Maus.
de,dev_a,auxiliary,truth_question,space,2,False,0,"Stimmt es, dass der alte rote Bär unter dem alten blauen Fuchs ist und die junge schwarze Maus über dem großen roten Fuchs ist?","Stimmt es, dass der alte blaue Fuchs unter dem alten roten Bären ist und der große rote Fuchs über der jungen schwarzen Maus ist?"
ko,dev_a,primary,assertion,space,2,False,0,늙은 빨간색 곰이 늙은 파란색 여우의 아래에 있다는 것과 어린 검은색 쥐가 큰 빨간색 여우의 위에 있다는 것이 모두 사실이다.,늙은 파란색 여우가 늙은 빨간색 곰의 아래에 있다는 것과 큰 빨간색 여우가 어린 검은색 쥐의 위에 있다는 것이 모두 사실이다.
ko,dev_a,auxiliary,truth_question,space,2,False,0,늙은 빨간색 곰이 늙은 파란색 여우의 아래에 있다는 것과 어린 검은색 쥐가 큰 빨간색 여우의 위에 있다는 것이 모두 사실인가?,늙은 파란색 여우가 늙은 빨간색 곰의 아래에 있다는 것과 큰 빨간색 여우가 어린 검은색 쥐의 위에 있다는 것이 모두 사실인가?
en,dev_a,primary,assertion,space,2,False,1,The old red bear is below the old blue fox and the young black mouse is above the large red fox.,The old blue fox is above the old red bear and the large red fox is below the young black mouse.
en,dev_a,auxiliary,truth_question,space,2,False,1,Is it true that the old red bear is below the old blue fox and the young black mouse is above the large red fox?,Is it true that the old blue fox is above the old red bear and the large red fox is below the young black mouse?
de,dev_a,primary,assertion,space,2,False,1,Der alte rote Bär ist unter dem alten blauen Fuchs und die junge schwarze Maus ist über dem großen roten Fuchs.,Der alte blaue Fuchs ist über dem alten roten Bären und der große rote Fuchs ist unter der jungen schwarzen Maus.
de,dev_a,auxiliary,truth_question,space,2,False,1,"Stimmt es, dass der alte rote Bär unter dem alten blauen Fuchs ist und die junge schwarze Maus über dem großen roten Fuchs ist?","Stimmt es, dass der alte blaue Fuchs über dem alten roten Bären ist und der große rote Fuchs unter der jungen schwarzen Maus ist?"
ko,dev_a,primary,assertion,space,2,False,1,늙은 빨간색 곰이 늙은 파란색 여우의 아래에 있다는 것과 어린 검은색 쥐가 큰 빨간색 여우의 위에 있다는 것이 모두 사실이다.,늙은 파란색 여우가 늙은 빨간색 곰의 위에 있다는 것과 큰 빨간색 여우가 어린 검은색 쥐의 아래에 있다는 것이 모두 사실이다.
ko,dev_a,auxiliary,truth_question,space,2,False,1,늙은 빨간색 곰이 늙은 파란색 여우의 아래에 있다는 것과 어린 검은색 쥐가 큰 빨간색 여우의 위에 있다는 것이 모두 사실인가?,늙은 파란색 여우가 늙은 빨간색 곰의 위에 있다는 것과 큰 빨간색 여우가 어린 검은색 쥐의 아래에 있다는 것이 모두 사실인가?
en,dev_a,primary,assertion,space,0,False,0,The old blue bear is in front of the young white cat and the old blue lion is behind the large green cow.,The young white cat is in front of the old blue bear and the large green cow is behind the old blue lion.
en,dev_a,auxiliary,truth_question,space,0,False,0,Is it true that the old blue bear is in front of the young white cat and the old blue lion is behind the large green cow?,Is it true that the young white cat is in front of the old blue bear and the large green cow is behind the old blue lion?
de,dev_a,primary,assertion,space,0,False,0,Der alte blaue Bär ist vor der jungen weißen Katze und der alte blaue Löwe ist hinter der großen grünen Kuh.,Die junge weiße Katze ist vor dem alten blauen Bären und die große grüne Kuh ist hinter dem alten blauen Löwen.
de,dev_a,auxiliary,truth_question,space,0,False,0,"Stimmt es, dass der alte blaue Bär vor der jungen weißen Katze ist und der alte blaue Löwe hinter der großen grünen Kuh ist?","Stimmt es, dass die junge weiße Katze vor dem alten blauen Bären ist und die große grüne Kuh hinter dem alten blauen Löwen ist?"
ko,dev_a,primary,assertion,space,0,False,0,늙은 파란색 곰이 어린 하얀색 고양이의 앞에 있다는 것과 늙은 파란색 사자가 큰 초록색 소의 뒤에 있다는 것이 모두 사실이다.,어린 하얀색 고양이가 늙은 파란색 곰의 앞에 있다는 것과 큰 초록색 소가 늙은 파란색 사자의 뒤에 있다는 것이 모두 사실이다.
ko,dev_a,auxiliary,truth_question,space,0,False,0,늙은 파란색 곰이 어린 하얀색 고양이의 앞에 있다는 것과 늙은 파란색 사자가 큰 초록색 소의 뒤에 있다는 것이 모두 사실인가?,어린 하얀색 고양이가 늙은 파란색 곰의 앞에 있다는 것과 큰 초록색 소가 늙은 파란색 사자의 뒤에 있다는 것이 모두 사실인가?
en,dev_a,primary,assertion,space,0,False,1,The old blue bear is in front of the young white cat and the old blue lion is behind the large green cow.,The young white cat is behind the old blue bear and the large green cow is in front of the old blue lion.
en,dev_a,auxiliary,truth_question,space,0,False,1,Is it true that the old blue bear is in front of the young white cat and the old blue lion is behind the large green cow?,Is it true that the young white cat is behind the old blue bear and the large green cow is in front of the old blue lion?
de,dev_a,primary,assertion,space,0,False,1,Der alte blaue Bär ist vor der jungen weißen Katze und der alte blaue Löwe ist hinter der großen grünen Kuh.,Die junge weiße Katze ist hinter dem alten blauen Bären und die große grüne Kuh ist vor dem alten blauen Löwen.
de,dev_a,auxiliary,truth_question,space,0,False,1,"Stimmt es, dass der alte blaue Bär vor der jungen weißen Katze ist und der alte blaue Löwe hinter der großen grünen Kuh ist?","Stimmt es, dass die junge weiße Katze hinter dem alten blauen Bären ist und die große grüne Kuh vor dem alten blauen Löwen ist?"
ko,dev_a,primary,assertion,space,0,False,1,늙은 파란색 곰이 어린 하얀색 고양이의 앞에 있다는 것과 늙은 파란색 사자가 큰 초록색 소의 뒤에 있다는 것이 모두 사실이다.,어린 하얀색 고양이가 늙은 파란색 곰의 뒤에 있다는 것과 큰 초록색 소가 늙은 파란색 사자의 앞에 있다는 것이 모두 사실이다.
ko,dev_a,auxiliary,truth_question,space,0,False,1,늙은 파란색 곰이 어린 하얀색 고양이의 앞에 있다는 것과 늙은 파란색 사자가 큰 초록색 소의 뒤에 있다는 것이 모두 사실인가?,어린 하얀색 고양이가 늙은 파란색 곰의 뒤에 있다는 것과 큰 초록색 소가 늙은 파란색 사자의 앞에 있다는 것이 모두 사실인가?
en,dev_a,primary,assertion,space,0,True,0,The small green rabbit is to the right of the old black cow and the young black fox is to the left of the old yellow duck.,The old black cow is to the right of the small green rabbit and the old yellow duck is to the left of the young black fox.
en,dev_a,auxiliary,truth_question,space,0,True,0,Is it true that the small green rabbit is to the right of the old black cow and the young black fox is to the left of the old yellow duck?,Is it true that the old black cow is to the right of the small green rabbit and the old yellow duck is to the left of the young black fox?
de,dev_a,primary,assertion,space,0,True,0,Das kleine grüne Kaninchen ist rechts von der alten schwarzen Kuh und der junge schwarze Fuchs ist links von der alten gelben Ente.,Die alte schwarze Kuh ist rechts von dem kleinen grünen Kaninchen und die alte gelbe Ente ist links von dem jungen schwarzen Fuchs.
de,dev_a,auxiliary,truth_question,space,0,True,0,"Stimmt es, dass das kleine grüne Kaninchen rechts von der alten schwarzen Kuh ist und der junge schwarze Fuchs links von der alten gelben Ente ist?","Stimmt es, dass die alte schwarze Kuh rechts von dem kleinen grünen Kaninchen ist und die alte gelbe Ente links von dem jungen schwarzen Fuchs ist?"
ko,dev_a,primary,assertion,space,0,True,0,작은 초록색 토끼가 늙은 검은색 소의 오른쪽에 있다는 것과 어린 검은색 여우가 늙은 노란색 오리의 왼쪽에 있다는 것이 모두 사실이다.,늙은 검은색 소가 작은 초록색 토끼의 오른쪽에 있다는 것과 늙은 노란색 오리가 어린 검은색 여우의 왼쪽에 있다는 것이 모두 사실이다.
ko,dev_a,auxiliary,truth_question,space,0,True,0,작은 초록색 토끼가 늙은 검은색 소의 오른쪽에 있다는 것과 어린 검은색 여우가 늙은 노란색 오리의 왼쪽에 있다는 것이 모두 사실인가?,늙은 검은색 소가 작은 초록색 토끼의 오른쪽에 있다는 것과 늙은 노란색 오리가 어린 검은색 여우의 왼쪽에 있다는 것이 모두 사실인가?
en,dev_a,primary,assertion,space,0,True,1,The small green rabbit is to the right of the old black cow and the young black fox is to the left of the old yellow duck.,The old black cow is to the left of the small green rabbit and the old yellow duck is to the right of the young black fox.
en,dev_a,auxiliary,truth_question,space,0,True,1,Is it true that the small green rabbit is to the right of the old black cow and the young black fox is to the left of the old yellow duck?,Is it true that the old black cow is to the left of the small green rabbit and the old yellow duck is to the right of the young black fox?
de,dev_a,primary,assertion,space,0,True,1,Das kleine grüne Kaninchen ist rechts von der alten schwarzen Kuh und der junge schwarze Fuchs ist links von der alten gelben Ente.,Die alte schwarze Kuh ist links von dem kleinen grünen Kaninchen und die alte gelbe Ente ist rechts von dem jungen schwarzen Fuchs.
de,dev_a,auxiliary,truth_question,space,0,True,1,"Stimmt es, dass das kleine grüne Kaninchen rechts von der alten schwarzen Kuh ist und der junge schwarze Fuchs links von der alten gelben Ente ist?","Stimmt es, dass die alte schwarze Kuh links von dem kleinen grünen Kaninchen ist und die alte gelbe Ente rechts von dem jungen schwarzen Fuchs ist?"
ko,dev_a,primary,assertion,space,0,True,1,작은 초록색 토끼가 늙은 검은색 소의 오른쪽에 있다는 것과 어린 검은색 여우가 늙은 노란색 오리의 왼쪽에 있다는 것이 모두 사실이다.,늙은 검은색 소가 작은 초록색 토끼의 왼쪽에 있다는 것과 늙은 노란색 오리가 어린 검은색 여우의 오른쪽에 있다는 것이 모두 사실이다.
ko,dev_a,auxiliary,truth_question,space,0,True,1,작은 초록색 토끼가 늙은 검은색 소의 오른쪽에 있다는 것과 어린 검은색 여우가 늙은 노란색 오리의 왼쪽에 있다는 것이 모두 사실인가?,늙은 검은색 소가 작은 초록색 토끼의 왼쪽에 있다는 것과 늙은 노란색 오리가 어린 검은색 여우의 오른쪽에 있다는 것이 모두 사실인가?
en,dev_a,primary,assertion,space,1,False,0,The large white chicken is above the old white rabbit and the large red chicken is below the small white sheep.,The old white rabbit is above the large white chicken and the small white sheep is below the large red chicken.
en,dev_a,auxiliary,truth_question,space,1,False,0,Is it true that the large white chicken is above the old white rabbit and the large red chicken is below the small white sheep?,Is it true that the old white rabbit is above the large white chicken and the small white sheep is below the large red chicken?
de,dev_a,primary,assertion,space,1,False,0,Das große weiße Huhn ist über dem alten weißen Kaninchen und das große rote Huhn ist unter dem kleinen weißen Schaf.,Das alte weiße Kaninchen ist über dem großen weißen Huhn und das kleine weiße Schaf ist unter dem großen roten Huhn.
de,dev_a,auxiliary,truth_question,space,1,False,0,"Stimmt es, dass das große weiße Huhn über dem alten weißen Kaninchen ist und das große rote Huhn unter dem kleinen weißen Schaf ist?","Stimmt es, dass das alte weiße Kaninchen über dem großen weißen Huhn ist und das kleine weiße Schaf unter dem großen roten Huhn ist?"
ko,dev_a,primary,assertion,space,1,False,0,큰 하얀색 닭이 늙은 하얀색 토끼의 위에 있다는 것과 큰 빨간색 닭이 작은 하얀색 양의 아래에 있다는 것이 모두 사실이다.,늙은 하얀색 토끼가 큰 하얀색 닭의 위에 있다는 것과 작은 하얀색 양이 큰 빨간색 닭의 아래에 있다는 것이 모두 사실이다.
ko,dev_a,auxiliary,truth_question,space,1,False,0,큰 하얀색 닭이 늙은 하얀색 토끼의 위에 있다는 것과 큰 빨간색 닭이 작은 하얀색 양의 아래에 있다는 것이 모두 사실인가?,늙은 하얀색 토끼가 큰 하얀색 닭의 위에 있다는 것과 작은 하얀색 양이 큰 빨간색 닭의 아래에 있다는 것이 모두 사실인가?
en,dev_a,primary,assertion,space,1,False,1,The large white chicken is above the old white rabbit and the large red chicken is below the small white sheep.,The old white rabbit is below the large white chicken and the small white sheep is above the large red chicken.
en,dev_a,auxiliary,truth_question,space,1,False,1,Is it true that the large white chicken is above the old white rabbit and the large red chicken is below the small white sheep?,Is it true that the old white rabbit is below the large white chicken and the small white sheep is above the large red chicken?
de,dev_a,primary,assertion,space,1,False,1,Das große weiße Huhn ist über dem alten weißen Kaninchen und das große rote Huhn ist unter dem kleinen weißen Schaf.,Das alte weiße Kaninchen ist unter dem großen weißen Huhn und das kleine weiße Schaf ist über dem großen roten Huhn.
de,dev_a,auxiliary,truth_question,space,1,False,1,"Stimmt es, dass das große weiße Huhn über dem alten weißen Kaninchen ist und das große rote Huhn unter dem kleinen weißen Schaf ist?","Stimmt es, dass das alte weiße Kaninchen unter dem großen weißen Huhn ist und das kleine weiße Schaf über dem großen roten Huhn ist?"
ko,dev_a,primary,assertion,space,1,False,1,큰 하얀색 닭이 늙은 하얀색 토끼의 위에 있다는 것과 큰 빨간색 닭이 작은 하얀색 양의 아래에 있다는 것이 모두 사실이다.,늙은 하얀색 토끼가 큰 하얀색 닭의 아래에 있다는 것과 작은 하얀색 양이 큰 빨간색 닭의 위에 있다는 것이 모두 사실이다.
ko,dev_a,auxiliary,truth_question,space,1,False,1,큰 하얀색 닭이 늙은 하얀색 토끼의 위에 있다는 것과 큰 빨간색 닭이 작은 하얀색 양의 아래에 있다는 것이 모두 사실인가?,늙은 하얀색 토끼가 큰 하얀색 닭의 아래에 있다는 것과 작은 하얀색 양이 큰 빨간색 닭의 위에 있다는 것이 모두 사실인가?
en,dev_a,primary,assertion,space,2,True,0,The old blue dog is to the right of the young blue cow and the large black dog is to the left of the old white fox.,The young blue cow is to the right of the old blue dog and the old white fox is to the left of the large black dog.
en,dev_a,auxiliary,truth_question,space,2,True,0,Is it true that the old blue dog is to the right of the young blue cow and the large black dog is to the left of the old white fox?,Is it true that the young blue cow is to the right of the old blue dog and the old white fox is to the left of the large black dog?
de,dev_a,primary,assertion,space,2,True,0,Der alte blaue Hund ist rechts von der jungen blauen Kuh und der große schwarze Hund ist links von dem alten weißen Fuchs.,Die junge blaue Kuh ist rechts von dem alten blauen Hund und der alte weiße Fuchs ist links von dem großen schwarzen Hund.
de,dev_a,auxiliary,truth_question,space,2,True,0,"Stimmt es, dass der alte blaue Hund rechts von der jungen blauen Kuh ist und der große schwarze Hund links von dem alten weißen Fuchs ist?","Stimmt es, dass die junge blaue Kuh rechts von dem alten blauen Hund ist und der alte weiße Fuchs links von dem großen schwarzen Hund ist?"
ko,dev_a,primary,assertion,space,2,True,0,늙은 파란색 개가 어린 파란색 소의 오른쪽에 있다는 것과 큰 검은색 개가 늙은 하얀색 여우의 왼쪽에 있다는 것이 모두 사실이다.,어린 파란색 소가 늙은 파란색 개의 오른쪽에 있다는 것과 늙은 하얀색 여우가 큰 검은색 개의 왼쪽에 있다는 것이 모두 사실이다.
ko,dev_a,auxiliary,truth_question,space,2,True,0,늙은 파란색 개가 어린 파란색 소의 오른쪽에 있다는 것과 큰 검은색 개가 늙은 하얀색 여우의 왼쪽에 있다는 것이 모두 사실인가?,어린 파란색 소가 늙은 파란색 개의 오른쪽에 있다는 것과 늙은 하얀색 여우가 큰 검은색 개의 왼쪽에 있다는 것이 모두 사실인가?
en,dev_a,primary,assertion,space,2,True,1,The old blue dog is to the right of the young blue cow and the large black dog is to the left of the old white fox.,The young blue cow is to the left of the old blue dog and the old white fox is to the right of the large black dog.
en,dev_a,auxiliary,truth_question,space,2,True,1,Is it true that the old blue dog is to the right of the young blue cow and the large black dog is to the left of the old white fox?,Is it true that the young blue cow is to the left of the old blue dog and the old white fox is to the right of the large black dog?
de,dev_a,primary,assertion,space,2,True,1,Der alte blaue Hund ist rechts von der jungen blauen Kuh und der große schwarze Hund ist links von dem alten weißen Fuchs.,Die junge blaue Kuh ist links von dem alten blauen Hund und der alte weiße Fuchs ist rechts von dem großen schwarzen Hund.
de,dev_a,auxiliary,truth_question,space,2,True,1,"Stimmt es, dass der alte blaue Hund rechts von der jungen blauen Kuh ist und der große schwarze Hund links von dem alten weißen Fuchs ist?","Stimmt es, dass die junge blaue Kuh links von dem alten blauen Hund ist und der alte weiße Fuchs rechts von dem großen schwarzen Hund ist?"
ko,dev_a,primary,assertion,space,2,True,1,늙은 파란색 개가 어린 파란색 소의 오른쪽에 있다는 것과 큰 검은색 개가 늙은 하얀색 여우의 왼쪽에 있다는 것이 모두 사실이다.,어린 파란색 소가 늙은 파란색 개의 왼쪽에 있다는 것과 늙은 하얀색 여우가 큰 검은색 개의 오른쪽에 있다는 것이 모두 사실이다.
ko,dev_a,auxiliary,truth_question,space,2,True,1,늙은 파란색 개가 어린 파란색 소의 오른쪽에 있다는 것과 큰 검은색 개가 늙은 하얀색 여우의 왼쪽에 있다는 것이 모두 사실인가?,어린 파란색 소가 늙은 파란색 개의 왼쪽에 있다는 것과 늙은 하얀색 여우가 큰 검은색 개의 오른쪽에 있다는 것이 모두 사실인가?
en,dev_a,primary,assertion,space,1,True,0,The young black fox is above the small black dog and the small blue chicken is below the young yellow bear.,The small black dog is above the young black fox and the young yellow bear is below the small blue chicken.
en,dev_a,auxiliary,truth_question,space,1,True,0,Is it true that the young black fox is above the small black dog and the small blue chicken is below the young yellow bear?,Is it true that the small black dog is above the young black fox and the young yellow bear is below the small blue chicken?
de,dev_a,primary,assertion,space,1,True,0,Der junge schwarze Fuchs ist über dem kleinen schwarzen Hund und das kleine blaue Huhn ist unter dem jungen gelben Bären.,Der kleine schwarze Hund ist über dem jungen schwarzen Fuchs und der junge gelbe Bär ist unter dem kleinen blauen Huhn.
de,dev_a,auxiliary,truth_question,space,1,True,0,"Stimmt es, dass der junge schwarze Fuchs über dem kleinen schwarzen Hund ist und das kleine blaue Huhn unter dem jungen gelben Bären ist?","Stimmt es, dass der kleine schwarze Hund über dem jungen schwarzen Fuchs ist und der junge gelbe Bär unter dem kleinen blauen Huhn ist?"
ko,dev_a,primary,assertion,space,1,True,0,어린 검은색 여우가 작은 검은색 개의 위에 있다는 것과 작은 파란색 닭이 어린 노란색 곰의 아래에 있다는 것이 모두 사실이다.,작은 검은색 개가 어린 검은색 여우의 위에 있다는 것과 어린 노란색 곰이 작은 파란색 닭의 아래에 있다는 것이 모두 사실이다.
ko,dev_a,auxiliary,truth_question,space,1,True,0,어린 검은색 여우가 작은 검은색 개의 위에 있다는 것과 작은 파란색 닭이 어린 노란색 곰의 아래에 있다는 것이 모두 사실인가?,작은 검은색 개가 어린 검은색 여우의 위에 있다는 것과 어린 노란색 곰이 작은 파란색 닭의 아래에 있다는 것이 모두 사실인가?
en,dev_a,primary,assertion,space,1,True,1,The young black fox is above the small black dog and the small blue chicken is below the young yellow bear.,The small black dog is below the young black fox and the young yellow bear is above the small blue chicken.
en,dev_a,auxiliary,truth_question,space,1,True,1,Is it true that the young black fox is above the small black dog and the small blue chicken is below the young yellow bear?,Is it true that the small black dog is below the young black fox and the young yellow bear is above the small blue chicken?
de,dev_a,primary,assertion,space,1,True,1,Der junge schwarze Fuchs ist über dem kleinen schwarzen Hund und das kleine blaue Huhn ist unter dem jungen gelben Bären.,Der kleine schwarze Hund ist unter dem jungen schwarzen Fuchs und der junge gelbe Bär ist über dem kleinen blauen Huhn.
de,dev_a,auxiliary,truth_question,space,1,True,1,"Stimmt es, dass der junge schwarze Fuchs über dem kleinen schwarzen Hund ist und das kleine blaue Huhn unter dem jungen gelben Bären ist?","Stimmt es, dass der kleine schwarze Hund unter dem jungen schwarzen Fuchs ist und der junge gelbe Bär über dem kleinen blauen Huhn ist?"
ko,dev_a,primary,assertion,space,1,True,1,어린 검은색 여우가 작은 검은색 개의 위에 있다는 것과 작은 파란색 닭이 어린 노란색 곰의 아래에 있다는 것이 모두 사실이다.,작은 검은색 개가 어린 검은색 여우의 아래에 있다는 것과 어린 노란색 곰이 작은 파란색 닭의 위에 있다는 것이 모두 사실이다.
ko,dev_a,auxiliary,truth_question,space,1,True,1,어린 검은색 여우가 작은 검은색 개의 위에 있다는 것과 작은 파란색 닭이 어린 노란색 곰의 아래에 있다는 것이 모두 사실인가?,작은 검은색 개가 어린 검은색 여우의 아래에 있다는 것과 어린 노란색 곰이 작은 파란색 닭의 위에 있다는 것이 모두 사실인가?
en,dev_a,primary,assertion,quantity,0,True,0,There are six small green foxes and three old black lions.,There are six old black lions and three small green foxes.
en,dev_a,auxiliary,truth_question,quantity,0,True,0,Is it true that there are six small green foxes and three old black lions?,Is it true that there are six old black lions and three small green foxes?
de,dev_a,primary,assertion,quantity,0,True,0,Es gibt sechs kleine grüne Füchse und drei alte schwarze Löwen.,Es gibt sechs alte schwarze Löwen und drei kleine grüne Füchse.
de,dev_a,auxiliary,truth_question,quantity,0,True,0,"Stimmt es, dass es sechs kleine grüne Füchse und drei alte schwarze Löwen gibt?","Stimmt es, dass es sechs alte schwarze Löwen und drei kleine grüne Füchse gibt?"
ko,dev_a,primary,assertion,quantity,0,True,0,작은 초록색 여우 여섯 마리와 늙은 검은색 사자 세 마리가 있다.,늙은 검은색 사자 여섯 마리와 작은 초록색 여우 세 마리가 있다.
ko,dev_a,auxiliary,truth_question,quantity,0,True,0,작은 초록색 여우 여섯 마리와 늙은 검은색 사자 세 마리가 있다는 것이 사실인가?,늙은 검은색 사자 여섯 마리와 작은 초록색 여우 세 마리가 있다는 것이 사실인가?
en,dev_a,primary,assertion,quantity,0,True,1,There are six small green foxes and three old black lions.,There are three old black lions and six small green foxes.
en,dev_a,auxiliary,truth_question,quantity,0,True,1,Is it true that there are six small green foxes and three old black lions?,Is it true that there are three old black lions and six small green foxes?
de,dev_a,primary,assertion,quantity,0,True,1,Es gibt sechs kleine grüne Füchse und drei alte schwarze Löwen.,Es gibt drei alte schwarze Löwen und sechs kleine grüne Füchse.
de,dev_a,auxiliary,truth_question,quantity,0,True,1,"Stimmt es, dass es sechs kleine grüne Füchse und drei alte schwarze Löwen gibt?","Stimmt es, dass es drei alte schwarze Löwen und sechs kleine grüne Füchse gibt?"
ko,dev_a,primary,assertion,quantity,0,True,1,작은 초록색 여우 여섯 마리와 늙은 검은색 사자 세 마리가 있다.,늙은 검은색 사자 세 마리와 작은 초록색 여우 여섯 마리가 있다.
ko,dev_a,auxiliary,truth_question,quantity,0,True,1,작은 초록색 여우 여섯 마리와 늙은 검은색 사자 세 마리가 있다는 것이 사실인가?,늙은 검은색 사자 세 마리와 작은 초록색 여우 여섯 마리가 있다는 것이 사실인가?
en,dev_a,primary,assertion,quantity,2,False,0,There are three large green foxes and seven small yellow mice.,There are three small yellow mice and seven large green foxes.
en,dev_a,auxiliary,truth_question,quantity,2,False,0,Is it true that there are three large green foxes and seven small yellow mice?,Is it true that there are three small yellow mice and seven large green foxes?
de,dev_a,primary,assertion,quantity,2,False,0,Es gibt drei große grüne Füchse und sieben kleine gelbe Mäuse.,Es gibt drei kleine gelbe Mäuse und sieben große grüne Füchse.
de,dev_a,auxiliary,truth_question,quantity,2,False,0,"Stimmt es, dass es drei große grüne Füchse und sieben kleine gelbe Mäuse gibt?","Stimmt es, dass es drei kleine gelbe Mäuse und sieben große grüne Füchse gibt?"
ko,dev_a,primary,assertion,quantity,2,False,0,큰 초록색 여우 세 마리와 작은 노란색 쥐 일곱 마리가 있다.,작은 노란색 쥐 세 마리와 큰 초록색 여우 일곱 마리가 있다.
