language,split,task,verb,neg,label,sentence_a,sentence_b
ko,dev_a,roles,2,False,0,늙은 하얀 사자가 늙은 초록색 여우를 뒤따른다는 것과 늙은 초록색 여우가 늙은 하얀 사자를 맞이한다는 것이 모두 사실이라는 것이 사실인가?,늙은 초록색 여우를 늙은 하얀 사자가 맞이한다는 것과 늙은 하얀 사자를 늙은 초록색 여우가 뒤따른다는 것이 모두 사실이라는 것이 사실인가?
en,dev_a,roles,2,False,1,Is it true that the old white lion follows the old green fox and the old green fox greets the old white lion?,Is it true that the old green fox is followed by the old white lion and the old white lion is greeted by the old green fox?
de,dev_a,roles,2,False,1,"Stimmt es, dass der alte weiße Löwe den alten grünen Fuchs verfolgt und der alte grüne Fuchs den alten weißen Löwen grüßt?","Stimmt es, dass der alte grüne Fuchs von dem alten weißen Löwen verfolgt wird und der alte weiße Löwe von dem alten grünen Fuchs gegrüßt wird?"
ko,dev_a,roles,2,False,1,늙은 하얀 사자가 늙은 초록색 여우를 뒤따른다는 것과 늙은 초록색 여우가 늙은 하얀 사자를 맞이한다는 것이 모두 사실이라는 것이 사실인가?,늙은 초록색 여우를 늙은 하얀 사자가 뒤따른다는 것과 늙은 하얀 사자를 늙은 초록색 여우가 맞이한다는 것이 모두 사실이라는 것이 사실인가?
en,dev_a,roles,1,False,0,Is it true that the old blue cat greets the old green bear and the old green bear sees the old blue cat?,Is it true that the old green bear is seen by the old blue cat and the old blue cat is greeted by the old green bear?
de,dev_a,roles,1,False,0,"Stimmt es, dass die alte blaue Katze den alten grünen Bären grüßt und der alte grüne Bär die alte blaue Katze sieht?","Stimmt es, dass der alte grüne Bär von der alten blauen Katze gesehen wird und die alte blaue Katze von dem alten grünen Bären gegrüßt wird?"
ko,dev_a,roles,1,False,0,늙은 파란 고양이가 늙은 초록색 곰을 맞이한다는 것과 늙은 초록색 곰이 늙은 파란 고양이를 본다는 것이 모두 사실이라는 것이 사실인가?,늙은 초록색 곰을 늙은 파란 고양이가 본다는 것과 늙은 파란 고양이를 늙은 초록색 곰이 맞이한다는 것이 모두 사실이라는 것이 사실인가?
en,dev_a,roles,1,False,1,Is it true that the old blue cat greets the old green bear and the old green bear sees the old blue cat?,Is it true that the old green bear is greeted by the old blue cat and the old blue cat is seen by the old green bear?
de,dev_a,roles,1,False,1,"Stimmt es, dass die alte blaue Katze den alten grünen Bären grüßt und der alte grüne Bär die alte blaue Katze sieht?","Stimmt es, dass der alte grüne Bär von der alten blauen Katze gegrüßt wird und die alte blaue Katze von dem alten grünen Bären gesehen wird?"
ko,dev_a,roles,1,False,1,늙은 파란 고양이가 늙은 초록색 곰을 맞이한다는 것과 늙은 초록색 곰이 늙은 파란 고양이를 본다는 것이 모두 사실이라는 것이 사실인가?,늙은 초록색 곰을 늙은 파란 고양이가 맞이한다는 것과 늙은 파란 고양이를 늙은 초록색 곰이 본다는 것이 모두 사실이라는 것이 사실인가?
en,dev_a,roles,0,False,0,Is it true that the young red horse sees the young green duck and the young green duck follows the young red horse?,Is it true that the young green duck is followed by the young red horse and the young red horse is seen by the young green duck?
de,dev_a,roles,0,False,0,"Stimmt es, dass das junge rote Pferd die junge grüne Ente sieht und die junge grüne Ente das junge rote Pferd verfolgt?","Stimmt es, dass die junge grüne Ente von dem jungen roten Pferd verfolgt wird und das junge rote Pferd von der jungen grünen Ente gesehen wird?"
ko,dev_a,roles,0,False,0,어린 빨간 말이 어린 초록색 오리를 본다는 것과 어린 초록색 오리가 어린 빨간 말을 뒤따른다는 것이 모두 사실이라는 것이 사실인가?,어린 초록색 오리를 어린 빨간 말이 뒤따른다는 것과 어린 빨간 말을 어린 초록색 오리가 본다는 것이 모두 사실이라는 것이 사실인가?
en,dev_a,roles,0,False,1,Is it true that the young red horse sees the young green duck and the young green duck follows the young red horse?,Is it true that the young green duck is seen by the young red horse and the young red horse is followed by the young green duck?
de,dev_a,roles,0,False,1,"Stimmt es, dass das junge rote Pferd die junge grüne Ente sieht und die junge grüne Ente das junge rote Pferd verfolgt?","Stimmt es, dass die junge grüne Ente von dem jungen roten Pferd gesehen wird und das junge rote Pferd von der jungen grünen Ente verfolgt wird?"
ko,dev_a,roles,0,False,1,어린 빨간 말이 어린 초록색 오리를 본다는 것과 어린 초록색 오리가 어린 빨간 말을 뒤따른다는 것이 모두 사실이라는 것이 사실인가?,어린 초록색 오리를 어린 빨간 말이 본다는 것과 어린 빨간 말을 어린 초록색 오리가 뒤따른다는 것이 모두 사실이라는 것이 사실인가?
en,dev_a,negation,0,True,0,Is it true that the small yellow fox does not see the young blue dog and the young blue dog sees the small yellow fox?,Is it true that the young blue dog is seen by the small yellow fox and the small yellow fox is not seen by the young blue dog?
de,dev_a,negation,0,True,0,"Stimmt es, dass der kleine gelbe Fuchs den jungen blauen Hund nicht sieht und der junge blaue Hund den kleinen gelben Fuchs sieht?","Stimmt es, dass der junge blaue Hund von dem kleinen gelben Fuchs gesehen wird und der kleine gelbe Fuchs nicht von dem jungen blauen Hund gesehen wird?"
ko,dev_a,negation,0,True,0,작은 노란 여우가 어린 파란 개를 보지 않는다는 것과 어린 파란 개가 작은 노란 여우를 본다는 것이 모두 사실이라는 것이 사실인가?,어린 파란 개를 작은 노란 여우가 본다는 것과 작은 노란 여우를 어린 파란 개가 보지 않는다는 것이 모두 사실이라는 것이 사실인가?
en,dev_a,negation,0,True,1,Is it true that the small yellow fox does not see the young blue dog and the young blue dog sees the small yellow fox?,Is it true that the young blue dog is not seen by the small yellow fox and the small yellow fox is seen by the young blue dog?
de,dev_a,negation,0,True,1,"Stimmt es, dass der kleine gelbe Fuchs den jungen blauen Hund nicht sieht und der junge blaue Hund den kleinen gelben Fuchs sieht?","Stimmt es, dass der junge blaue Hund nicht von dem kleinen gelben Fuchs gesehen wird und der kleine gelbe Fuchs von dem jungen blauen Hund gesehen wird?"
ko,dev_a,negation,0,True,1,작은 노란 여우가 어린 파란 개를 보지 않는다는 것과 어린 파란 개가 작은 노란 여우를 본다는 것이 모두 사실이라는 것이 사실인가?,어린 파란 개를 작은 노란 여우가 보지 않는다는 것과 작은 노란 여우를 어린 파란 개가 본다는 것이 모두 사실이라는 것이 사실인가?
en,dev_a,negation,0,False,0,Is it true that the small red bear sees the small blue duck and the small blue duck does not see the small red bear?,Is it true that the small blue duck is not seen by the small red bear and the small red bear is seen by the small blue duck?
de,dev_a,negation,0,False,0,"Stimmt es, dass der kleine rote Bär die kleine blaue Ente sieht und die kleine blaue Ente den kleinen roten Bären nicht sieht?","Stimmt es, dass die kleine blaue Ente nicht von dem kleinen roten Bären gesehen wird und der kleine rote Bär von der kleinen blauen Ente gesehen wird?"
ko,dev_a,negation,0,False,0,작은 빨간 곰이 작은 파란 오리를 본다는 것과 작은 파란 오리가 작은 빨간 곰을 보지 않는다는 것이 모두 사실이라는 것이 사실인가?,작은 파란 오리를 작은 빨간 곰이 보지 않는다는 것과 작은 빨간 곰을 작은 파란 오리가 본다는 것이 모두 사실이라는 것이 사실인가?
en,dev_a,negation,0,False,1,Is it true that the small red bear sees the small blue duck and the small blue duck does not see the small red bear?,Is it true that the small blue duck is seen by the small red bear and the small red bear is not seen by the small blue duck?
de,dev_a,negation,0,False,1,"Stimmt es, dass der kleine rote Bär die kleine blaue Ente sieht und die kleine blaue Ente den kleinen roten Bären nicht sieht?","Stimmt es, dass die kleine blaue Ente von dem kleinen roten Bären gesehen wird und der kleine rote Bär nicht von der kleinen blauen Ente gesehen wird?"
ko,dev_a,negation,0,False,1,작은 빨간 곰이 작은 파란 오리를 본다는 것과 작은 파란 오리가 작은 빨간 곰을 보지 않는다는 것이 모두 사실이라는 것이 사실인가?,작은 파란 오리를 작은 빨간 곰이 본다는 것과 작은 빨간 곰을 작은 파란 오리가 보지 않는다는 것이 모두 사실이라는 것이 사실인가?
en,dev_a,negation,1,True,0,Is it true that the large yellow dog does not greet the old white horse and the old white horse greets the large yellow dog?,Is it true that the old white horse is greeted by the large yellow dog and the large yellow dog is not greeted by the old white horse?
de,dev_a,negation,1,True,0,"Stimmt es, dass der große gelbe Hund das alte weiße Pferd nicht grüßt und das alte weiße Pferd den großen gelben Hund grüßt?","Stimmt es, dass das alte weiße Pferd von dem großen gelben Hund gegrüßt wird und der große gelbe Hund nicht von dem alten weißen Pferd gegrüßt wird?"
ko,dev_a,negation,1,True,0,큰 노란 개가 늙은 하얀 말을 맞이하지 않는다는 것과 늙은 하얀 말이 큰 노란 개를 맞이한다는 것이 모두 사실이라는 것이 사실인가?,늙은 하얀 말을 큰 노란 개가 맞이한다는 것과 큰 노란 개를 늙은 하얀 말이 맞이하지 않는다는 것이 모두 사실이라는 것이 사실인가?
en,dev_a,negation,1,True,1,Is it true that the large yellow dog does not greet the old white horse and the old white horse greets the large yellow dog?,Is it true that the old white horse is not greeted by the large yellow dog and the large yellow dog is greeted by the old white horse?
de,dev_a,negation,1,True,1,"Stimmt es, dass der große gelbe Hund das alte weiße Pferd nicht grüßt und das alte weiße Pferd den großen gelben Hund grüßt?","Stimmt es, dass das alte weiße Pferd nicht von dem großen gelben Hund gegrüßt wird und der große gelbe Hund von dem alten weißen Pferd gegrüßt wird?"
ko,dev_a,negation,1,True,1,큰 노란 개가 늙은 하얀 말을 맞이하지 않는다는 것과 늙은 하얀 말이 큰 노란 개를 맞이한다는 것이 모두 사실이라는 것이 사실인가?,늙은 하얀 말을 큰 노란 개가 맞이하지 않는다는 것과 큰 노란 개를 늙은 하얀 말이 맞이한다는 것이 모두 사실이라는 것이 사실인가?
en,dev_a,negation,1,False,0,Is it true that the young yellow cat greets the young black duck and the young black duck does not greet the young yellow cat?,Is it true that the young black duck is not greeted by the young yellow cat and the young yellow cat is greeted by the young black duck?
de,dev_a,negation,1,False,0,"Stimmt es, dass die junge gelbe Katze die junge schwarze Ente grüßt und die junge schwarze Ente die junge gelbe Katze nicht grüßt?","Stimmt es, dass die junge schwarze Ente nicht von der jungen gelben Katze gegrüßt wird und die junge gelbe Katze von der jungen schwarzen Ente gegrüßt wird?"
ko,dev_a,negation,1,False,0,어린 노란 고양이가 어린 검은 오리를 맞이한다는 것과 어린 검은 오리가 어린 노란 고양이를 맞이하지 않는다는 것이 모두 사실이라는 것이 사실인가?,어린 검은 오리를 어린 노란 고양이가 맞이하지 않는다는 것과 어린 노란 고양이를 어린 검은 오리가 맞이한다는 것이 모두 사실이라는 것이 사실인가?
en,dev_a,negation,1,False,1,Is it true that the young yellow cat greets the young black duck and the young black duck does not greet the young yellow cat?,Is it true that the young black duck is greeted by the young yellow cat and the young yellow cat is not greeted by the young black duck?
de,dev_a,negation,1,False,1,"Stimmt es, dass die junge gelbe Katze die junge schwarze Ente grüßt und die junge schwarze Ente die junge gelbe Katze nicht grüßt?","Stimmt es, dass die junge schwarze Ente von der jungen gelben Katze gegrüßt wird und die junge gelbe Katze nicht von der jungen schwarzen Ente gegrüßt wird?"
ko,dev_a,negation,1,False,1,어린 노란 고양이가 어린 검은 오리를 맞이한다는 것과 어린 검은 오리가 어린 노란 고양이를 맞이하지 않는다는 것이 모두 사실이라는 것이 사실인가?,어린 검은 오리를 어린 노란 고양이가 맞이한다는 것과 어린 노란 고양이를 어린 검은 오리가 맞이하지 않는다는 것이 모두 사실이라는 것이 사실인가?
en,dev_a,negation,2,False,0,Is it true that the young white dog follows the old blue cat and the old blue cat does not follow the young white dog?,Is it true that the old blue cat is not followed by the young white dog and the young white dog is followed by the old blue cat?
de,dev_a,negation,2,False,0,"Stimmt es, dass der junge weiße Hund die alte blaue Katze verfolgt und die alte blaue Katze den jungen weißen Hund nicht verfolgt?","Stimmt es, dass die alte blaue Katze nicht von dem jungen weißen Hund verfolgt wird und der junge weiße Hund von der alten blauen Katze verfolgt wird?"
ko,dev_a,negation,2,False,0,어린 하얀 개가 늙은 파란 고양이를 뒤따른다는 것과 늙은 파란 고양이가 어린 하얀 개를 뒤따르지 않는다는 것이 모두 사실이라는 것이 사실인가?,늙은 파란 고양이를 어린 하얀 개가 뒤따르지 않는다는 것과 어린 하얀 개를 늙은 파란 고양이가 뒤따른다는 것이 모두 사실이라는 것이 사실인가?
en,dev_a,negation,2,False,1,Is it true that the young white dog follows the old blue cat and the old blue cat does not follow the young white dog?,Is it true that the old blue cat is followed by the young white dog and the young white dog is not followed by the old blue cat?
de,dev_a,negation,2,False,1,"Stimmt es, dass der junge weiße Hund die alte blaue Katze verfolgt und die alte blaue Katze den jungen weißen Hund nicht verfolgt?","Stimmt es, dass die alte blaue Katze von dem jungen weißen Hund verfolgt wird und der junge weiße Hund nicht von der alten blauen Katze verfolgt wird?"
ko,dev_a,negation,2,False,1,어린 하얀 개가 늙은 파란 고양이를 뒤따른다는 것과 늙은 파란 고양이가 어린 하얀 개를 뒤따르지 않는다는 것이 모두 사실이라는 것이 사실인가?,늙은 파란 고양이를 어린 하얀 개가 뒤따른다는 것과 어린 하얀 개를 늙은 파란 고양이가 뒤따르지 않는다는 것이 모두 사실이라는 것이 사실인가?
en,dev_a,negation,2,True,0,Is it true that the old white cat does not follow the old blue cat and the old blue cat follows the old white cat?,Is it true that the old blue cat is followed by the old white cat and the old white cat is not followed by the old blue cat?
de,dev_a,negation,2,True,0,"Stimmt es, dass die alte weiße Katze die alte blaue Katze nicht verfolgt und die alte blaue Katze die alte weiße Katze verfolgt?","Stimmt es, dass die alte blaue Katze von der alten weißen Katze verfolgt wird und die alte weiße Katze nicht von der alten blauen Katze verfolgt wird?"
ko,dev_a,negation,2,True,0,늙은 하얀 고양이가 늙은 파란 고양이를 뒤따르지 않는다는 것과 늙은 파란 고양이가 늙은 하얀 고양이를 뒤따른다는 것이 모두 사실이라는 것이 사실인가?,늙은 파란 고양이를 늙은 하얀 고양이가 뒤따른다는 것과 늙은 하얀 고양이를 늙은 파란 고양이가 뒤따르지 않는다는 것이 모두 사실이라는 것이 사실인가?
en,dev_a,negation,2,True,1,Is it true that the old white cat does not follow the old blue cat and the old blue cat follows the old white cat?,Is it true that the old blue cat is not followed by the old white cat and the old white cat is followed by the old blue cat?
de,dev_a,negation,2,True,1,"Stimmt es, dass die alte weiße Katze die alte blaue Katze nicht verfolgt und die alte blaue Katze die alte weiße Katze verfolgt?","Stimmt es, dass die alte blaue Katze nicht von der alten weißen Katze verfolgt wird und die alte weiße Katze von der alten blauen Katze verfolgt wird?"
ko,dev_a,negation,2,True,1,늙은 하얀 고양이가 늙은 파란 고양이를 뒤따르지 않는다는 것과 늙은 파란 고양이가 늙은 하얀 고양이를 뒤따른다는 것이 모두 사실이라는 것이 사실인가?,늙은 파란 고양이를 늙은 하얀 고양이가 뒤따르지 않는다는 것과 늙은 하얀 고양이를 늙은 파란 고양이가 뒤따른다는 것이 모두 사실이라는 것이 사실인가?
en,dev_a,space,2,False,0,Is it true that the old red bear is below the old blue fox and the young black mouse is above the large red fox?,Is it true that the old blue fox is below the old red bear and the large red fox is above the young black mouse?
de,dev_a,space,2,False,0,"Stimmt es, dass der alte rote Bär unterhalb von dem alten blauen Fuchs ist und die junge schwarze Maus oberhalb von dem großen roten Fuchs ist?","Stimmt es, dass der alte blaue Fuchs unterhalb von dem alten roten Bären ist und der große rote Fuchs oberhalb von der jungen schwarzen Maus ist?"
ko,dev_a,space,2,False,0,늙은 빨간 곰은 늙은 파란 여우의 아래에 있다는 것과 어린 검은 쥐는 큰 빨간 여우의 위에 있다는 것이 모두 사실이라는 것이 사실인가?,늙은 파란 여우는 늙은 빨간 곰의 아래에 있다는 것과 큰 빨간 여우는 어린 검은 쥐의 위에 있다는 것이 모두 사실이라는 것이 사실인가?
en,dev_a,space,2,False,1,Is it true that the old red bear is below the old blue fox and the young black mouse is above the large red fox?,Is it true that the old blue fox is above the old red bear and the large red fox is below the young black mouse?
de,dev_a,space,2,False,1,"Stimmt es, dass der alte rote Bär unterhalb von dem alten blauen Fuchs ist und die junge schwarze Maus oberhalb von dem großen roten Fuchs ist?","Stimmt es, dass der alte blaue Fuchs oberhalb von dem alten roten Bären ist und der große rote Fuchs unterhalb von der jungen schwarzen Maus ist?"
ko,dev_a,space,2,False,1,늙은 빨간 곰은 늙은 파란 여우의 아래에 있다는 것과 어린 검은 쥐는 큰 빨간 여우의 위에 있다는 것이 모두 사실이라는 것이 사실인가?,늙은 파란 여우는 늙은 빨간 곰의 위에 있다는 것과 큰 빨간 여우는 어린 검은 쥐의 아래에 있다는 것이 모두 사실이라는 것이 사실인가?
en,dev_a,space,0,False,0,Is it true that the old blue bear is in front of the young white cat and the old blue lion is behind the large green cow?,Is it true that the young white cat is in front of the old blue bear and the large green cow is behind the old blue lion?
de,dev_a,space,0,False,0,"Stimmt es, dass der alte blaue Bär vor der jungen weißen Katze ist und der alte blaue Löwe hinter der großen grünen Kuh ist?","Stimmt es, dass die junge weiße Katze vor dem alten blauen Bären ist und die große grüne Kuh hinter dem alten blauen Löwen ist?"
ko,dev_a,space,0,False,0,늙은 파란 곰은 어린 하얀 고양이의 앞에 있다는 것과 늙은 파란 사자는 큰 초록색 소의 뒤에 있다는 것이 모두 사실이라는 것이 사실인가?,어린 하얀 고양이는 늙은 파란 곰의 앞에 있다는 것과 큰 초록색 소는 늙은 파란 사자의 뒤에 있다는 것이 모두 사실이라는 것이 사실인가?
en,dev_a,space,0,False,1,Is it true that the old blue bear is in front of the young white cat and the old blue lion is behind the large green cow?,Is it true that the young white cat is behind the old blue bear and the large green cow is in front of the old blue lion?
de,dev_a,space,0,False,1,"Stimmt es, dass der alte blaue Bär vor der jungen weißen Katze ist und der alte blaue Löwe hinter der großen grünen Kuh ist?","Stimmt es, dass die junge weiße Katze hinter dem alten blauen Bären ist und die große grüne Kuh vor dem alten blauen Löwen ist?"
ko,dev_a,space,0,False,1,늙은 파란 곰은 어린 하얀 고양이의 앞에 있다는 것과 늙은 파란 사자는 큰 초록색 소의 뒤에 있다는 것이 모두 사실이라는 것이 사실인가?,어린 하얀 고양이는 늙은 파란 곰의 뒤에 있다는 것과 큰 초록색 소는 늙은 파란 사자의 앞에 있다는 것이 모두 사실이라는 것이 사실인가?
en,dev_a,space,0,True,0,Is it true that the small green rabbit is to the right of the old black cow and the young black fox is to the left of the old yellow duck?,Is it true that the old black cow is to the right of the small green rabbit and the old yellow duck is to the left of the young black fox?
de,dev_a,space,0,True,0,"Stimmt es, dass das kleine grüne Kaninchen rechts von der alten schwarzen Kuh ist und der junge schwarze Fuchs links von der alten gelben Ente ist?","Stimmt es, dass die alte schwarze Kuh rechts von dem kleinen grünen Kaninchen ist und die alte gelbe Ente links von dem jungen schwarzen Fuchs ist?"
ko,dev_a,space,0,True,0,작은 초록색 토끼는 늙은 검은 소의 오른쪽에 있다는 것과 어린 검은 여우는 늙은 노란 오리의 왼쪽에 있다는 것이 모두 사실이라는 것이 사실인가?,늙은 검은 소는 작은 초록색 토끼의 오른쪽에 있다는 것과 늙은 노란 오리는 어린 검은 여우의 왼쪽에 있다는 것이 모두 사실이라는 것이 사실인가?
en,dev_a,space,0,True,1,Is it true that the small green rabbit is to the right of the old black cow and the young black fox is to the left of the old yellow duck?,Is it true that the old black cow is to the left of the small green rabbit and the old yellow duck is to the right of the young black fox?
de,dev_a,space,0,True,1,"Stimmt es, dass das kleine grüne Kaninchen rechts von der alten schwarzen Kuh ist und der junge schwarze Fuchs links von der alten gelben Ente ist?","Stimmt es, dass die alte schwarze Kuh links von dem kleinen grünen Kaninchen ist und die alte gelbe Ente rechts von dem jungen schwarzen Fuchs ist?"
ko,dev_a,space,0,True,1,작은 초록색 토끼는 늙은 검은 소의 오른쪽에 있다는 것과 어린 검은 여우는 늙은 노란 오리의 왼쪽에 있다는 것이 모두 사실이라는 것이 사실인가?,늙은 검은 소는 작은 초록색 토끼의 왼쪽에 있다는 것과 늙은 노란 오리는 어린 검은 여우의 오른쪽에 있다는 것이 모두 사실이라는 것이 사실인가?
en,dev_a,space,1,False,0,Is it true that the large white hen is above the old white rabbit and the large red hen is below the small white sheep?,Is it true that the old white rabbit is above the large white hen and the small white sheep is below the large red hen?
de,dev_a,space,1,False,0,"Stimmt es, dass das große weiße Huhn oberhalb von dem alten weißen Kaninchen ist und das große rote Huhn unterhalb von dem kleinen weißen Schaf ist?","Stimmt es, dass das alte weiße Kaninchen oberhalb von dem großen weißen Huhn ist und das kleine weiße Schaf unterhalb von dem großen roten Huhn ist?"
ko,dev_a,space,1,False,0,큰 하얀 닭은 늙은 하얀 토끼의 위에 있다는 것과 큰 빨간 닭은 작은 하얀 양의 아래에 있다는 것이 모두 사실이라는 것이 사실인가?,늙은 하얀 토끼는 큰 하얀 닭의 위에 있다는 것과 작은 하얀 양은 큰 빨간 닭의 아래에 있다는 것이 모두 사실이라는 것이 사실인가?
en,dev_a,space,1,False,1,Is it true that the large white hen is above the old white rabbit and the large red hen is below the small white sheep?,Is it true that the old white rabbit is below the large white hen and the small white sheep is above the large red hen?
de,dev_a,space,1,False,1,"Stimmt es, dass das große weiße Huhn oberhalb von dem alten weißen Kaninchen ist und das große rote Huhn unterhalb von dem kleinen weißen Schaf ist?","Stimmt es, dass das alte weiße Kaninchen unterhalb von dem großen weißen Huhn ist und das kleine weiße Schaf oberhalb von dem großen roten Huhn ist?"
ko,dev_a,space,1,False,1,큰 하얀 닭은 늙은 하얀 토끼의 위에 있다는 것과 큰 빨간 닭은 작은 하얀 양의 아래에 있다는 것이 모두 사실이라는 것이 사실인가?,늙은 하얀 토끼는 큰 하얀 닭의 아래에 있다는 것과 작은 하얀 양은 큰 빨간 닭의 위에 있다는 것이 모두 사실이라는 것이 사실인가?
en,dev_a,space,2,True,0,Is it true that the old blue dog is to the right of the young blue cow and the large black dog is to the left of the old white fox?,Is it true that the young blue cow is to the right of the old blue dog and the old white fox is to the left of the large black dog?
de,dev_a,space,2,True,0,"Stimmt es, dass der alte blaue Hund rechts von der jungen blauen Kuh ist und der große schwarze Hund links von dem alten weißen Fuchs ist?","Stimmt es, dass die junge blaue Kuh rechts von dem alten blauen Hund ist und der alte weiße Fuchs links von dem großen schwarzen Hund ist?"
ko,dev_a,space,2,True,0,늙은 파란 개는 어린 파란 소의 오른쪽에 있다는 것과 큰 검은 개는 늙은 하얀 여우의 왼쪽에 있다는 것이 모두 사실이라는 것이 사실인가?,어린 파란 소는 늙은 파란 개의 오른쪽에 있다는 것과 늙은 하얀 여우는 큰 검은 개의 왼쪽에 있다는 것이 모두 사실이라는 것이 사실인가?
en,dev_a,space,2,True,1,Is it true that the old blue dog is to the right of the young blue cow and the large black dog is to the left of the old white fox?,Is it true that the young blue cow is to the left of the old blue dog and the old white fox is to the right of the large black dog?
de,dev_a,space,2,True,1,"Stimmt es, dass der alte blaue Hund rechts von der jungen blauen Kuh ist und der große schwarze Hund links von dem alten weißen Fuchs ist?","Stimmt es, dass die junge blaue Kuh links von dem alten blauen Hund ist und der alte weiße Fuchs rechts von dem großen schwarzen Hund ist?"
ko,dev_a,space,2,True,1,늙은 파란 개는 어린 파란 소의 오른쪽에 있다는 것과 큰 검은 개는 늙은 하얀 여우의 왼쪽에 있다는 것이 모두 사실이라는 것이 사실인가?,어린 파란 소는 늙은 파란 개의 왼쪽에 있다는 것과 늙은 하얀 여우는 큰 검은 개의 오른쪽에 있다는 것이 모두 사실이라는 것이 사실인가?
en,dev_a,space,1,True,0,Is it true that the young black fox is above the small black dog and the small blue hen is below the young yellow bear?,Is it true that the small black dog is above the young black fox and the young yellow bear is below the small blue hen?
de,dev_a,space,1,True,0,"Stimmt es, dass der junge schwarze Fuchs oberhalb von dem kleinen schwarzen Hund ist und das kleine blaue Huhn unterhalb von dem jungen gelben Bären ist?","Stimmt es, dass der kleine schwarze Hund oberhalb von dem jungen schwarzen Fuchs ist und der junge gelbe Bär unterhalb von dem kleinen blauen Huhn ist?"
ko,dev_a,space,1,True,0,어린 검은 여우는 작은 검은 개의 위에 있다는 것과 작은 파란 닭은 어린 노란 곰의 아래에 있다는 것이 모두 사실이라는 것이 사실인가?,작은 검은 개는 어린 검은 여우의 위에 있다는 것과 어린 노란 곰은 작은 파란 닭의 아래에 있다는 것이 모두 사실이라는 것이 사실인가?
en,dev_a,space,1,True,1,Is it true that the young black fox is above the small black dog and the small blue hen is below the young yellow bear?,Is it true that the small black dog is below the young black fox and the young yellow bear is above the small blue hen?
de,dev_a,space,1,True,1,"Stimmt es, dass der junge schwarze Fuchs oberhalb von dem kleinen schwarzen Hund ist und das kleine blaue Huhn unterhalb von dem jungen gelben Bären ist?","Stimmt es, dass der kleine schwarze Hund unterhalb von dem jungen schwarzen Fuchs ist und der junge gelbe Bär oberhalb von dem kleinen blauen Huhn ist?"
ko,dev_a,space,1,True,1,어린 검은 여우는 작은 검은 개의 위에 있다는 것과 작은 파란 닭은 어린 노란 곰의 아래에 있다는 것이 모두 사실이라는 것이 사실인가?,작은 검은 개는 어린 검은 여우의 아래에 있다는 것과 어린 노란 곰은 작은 파란 닭의 위에 있다는 것이 모두 사실이라는 것이 사실인가?
en,dev_a,quantity,0,True,0,Is it true that there are six small green foxes and three old black lions?,Is it true that there are six old black lions and three small green foxes?
de,dev_a,quantity,0,True,0,"Stimmt es, dass es sechs kleine grüne Füchse und drei alte schwarze Löwen gibt?","Stimmt es, dass es sechs alte schwarze Löwen und drei kleine grüne Füchse gibt?"
ko,dev_a,quantity,0,True,0,작은 초록색 여우 여섯 마리와 늙은 검은 사자 세 마리가 있다는 것이 사실인가?,늙은 검은 사자 여섯 마리와 작은 초록색 여우 세 마리가 있다는 것이 사실인가?
en,dev_a,quantity,0,True,1,Is it true that there are six small green foxes and three old black lions?,Is it true that there are three old black lions and six small green foxes?
de,dev_a,quantity,0,True,1,"Stimmt es, dass es sechs kleine grüne Füchse und drei alte schwarze Löwen gibt?","Stimmt es, dass es drei alte schwarze Löwen und sechs kleine grüne Füchse gibt?"
ko,dev_a,quantity,0,True,1,작은 초록색 여우 여섯 마리와 늙은 검은 사자 세 마리가 있다는 것이 사실인가?,늙은 검은 사자 세 마리와 작은 초록색 여우 여섯 마리가 있다는 것이 사실인가?
en,dev_a,quantity,2,False,0,Is it true that there are three large green foxes and seven small yellow mice?,Is it true that there are three small yellow mice and seven large green foxes?
de,dev_a,quantity,2,False,0,"Stimmt es, dass es drei große grüne Füchse und sieben kleine gelbe Mäuse gibt?","Stimmt es, dass es drei kleine gelbe Mäuse und sieben große grüne Füchse gibt?"
ko,dev_a,quantity,2,False,0,큰 초록색 여우 세 마리와 작은 노란 쥐 일곱 마리가 있다는 것이 사실인가?,작은 노란 쥐 세 마리와 큰 초록색 여우 일곱 마리가 있다는 것이 사실인가?
en,dev_a,quantity,2,False,1,Is it true that there are three large green foxes and seven small yellow mice?,Is it true that there are seven small yellow mice and three large green foxes?
de,dev_a,quantity,2,False,1,"Stimmt es, dass es drei große grüne Füchse und sieben kleine gelbe Mäuse gibt?","Stimmt es, dass es sieben kleine gelbe Mäuse und drei große grüne Füchse gibt?"
ko,dev_a,quantity,2,False,1,큰 초록색 여우 세 마리와 작은 노란 쥐 일곱 마리가 있다는 것이 사실인가?,작은 노란 쥐 일곱 마리와 큰 초록색 여우 세 마리가 있다는 것이 사실인가?
en,dev_a,quantity,1,True,0,Is it true that there are five old yellow foxes and two young blue horses?,Is it true that there are five young blue horses and two old yellow foxes?
de,dev_a,quantity,1,True,0,"Stimmt es, dass es fünf alte gelbe Füchse und zwei junge blaue Pferde gibt?","Stimmt es, dass es fünf junge blaue Pferde und zwei alte gelbe Füchse gibt?"
ko,dev_a,quantity,1,True,0,늙은 노란 여우 다섯 마리와 어린 파란 말 두 마리가 있다는 것이 사실인가?,어린 파란 말 다섯 마리와 늙은 노란 여우 두 마리가 있다는 것이 사실인가?
en,dev_a,quantity,1,True,1,Is it true that there are five old yellow foxes and two young blue horses?,Is it true that there are two young blue horses and five old yellow foxes?
