id,language,split,task,sentence_a,sentence_b,label,reviewer,judged_label,fluent,comment
9960bca934eba87400d52872458228d58ceb8272287197c1fdbd3a853c14b413:1:en,en,dev_a,space,Is it true that the old white rabbit is in front of the large red rabbit and the large blue cow is behind the large blue dog?,Is it true that the large red rabbit is behind the old white rabbit and the large blue dog is in front of the large blue cow?,1,reviewer_2,,,
9bb670ddf4abd55cd675a4f423d737b2ea09afd6b895b833029943313a006748:0:en,en,dev_a,quantity,Is it true that there are three old yellow cows and two old red hens?,Is it true that there are three old red hens and two old yellow cows?,0,reviewer_1,,,
9bb670ddf4abd55cd675a4f423d737b2ea09afd6b895b833029943313a006748:0:en,en,dev_a,quantity,Is it true that there are three old yellow cows and two old red hens?,Is it true that there are three old red hens and two old yellow cows?,0,reviewer_2,,,
1e968e197307d10b0721007d3f51875067c69aaed3126244fb9a854eb3b50457:1:en,en,dev_a,quantity,Is it true that there are two small white horses and five young red foxes?,Is it true that there are five young red foxes and two small white horses?,1,reviewer_1,,,
1e968e197307d10b0721007d3f51875067c69aaed3126244fb9a854eb3b50457:1:en,en,dev_a,quantity,Is it true that there are two small white horses and five young red foxes?,Is it true that there are five young red foxes and two small white horses?,1,reviewer_2,,,
59988f7afd689d1de669dc5930976bc39af475482f5f589e4d2e768300973572:0:en,en,dev_b,roles,Someone says that the small green dog sees the small black fox and the small black fox follows the small green dog.,Someone says that the small black fox is followed by the small green dog and the small green dog is seen by the small black fox.,0,reviewer_1,,,
59988f7afd689d1de669dc5930976bc39af475482f5f589e4d2e768300973572:0:en,en,dev_b,roles,Someone says that the small green dog sees the small black fox and the small black fox follows the small green dog.,Someone says that the small black fox is followed by the small green dog and the small green dog is seen by the small black fox.,0,reviewer_2,,,
ceda37feb17e3ee2fa4f99fd7a0bb645d8009580d9013a3f370d15d0902b49c4:1:en,en,dev_b,roles,Someone says that the old green duck follows the young blue rabbit and the young blue rabbit greets the old green duck.,Someone says that the young blue rabbit is followed by the old green duck and the old green duck is greeted by the young blue rabbit.,1,reviewer_1,,,
ceda37feb17e3ee2fa4f99fd7a0bb645d8009580d9013a3f370d15d0902b49c4:1:en,en,dev_b,roles,Someone says that the old green duck follows the young blue rabbit and the young blue rabbit greets the old green duck.,Someone says that the young blue rabbit is followed by the old green duck and the old green duck is greeted by the young blue rabbit.,1,reviewer_2,,,
8ea1502e93b30d7c502c0451ba6dd90ec7ef3ad647e4626ac03da36b0cfa8325:0:en,en,dev_b,negation,Someone says that the young red horse greets the old black cat and the old black cat does not greet the young red horse.,Someone says that the old black cat is not greeted by the young red horse and the young red horse is greeted by the old black cat.,0,reviewer_1,,,
8ea1502e93b30d7c502c0451ba6dd90ec7ef3ad647e4626ac03da36b0cfa8325:0:en,en,dev_b,negation,Someone says that the young red horse greets the old black cat and the old black cat does not greet the young red horse.,Someone says that the old black cat is not greeted by the young red horse and the young red horse is greeted by the old black cat.,0,reviewer_2,,,
f085bb92b074a868d3256ac5b7db915229a22e4a2cc1aea4cf1b5a969b76aeea:1:en,en,dev_b,negation,Someone says that the small green hen does not see the old blue hen and the old blue hen sees the small green hen.,Someone says that the old blue hen is not seen by the small green hen and the small green hen is seen by the old blue hen.,1,reviewer_1,,,
f085bb92b074a868d3256ac5b7db915229a22e4a2cc1aea4cf1b5a969b76aeea:1:en,en,dev_b,negation,Someone says that the small green hen does not see the old blue hen and the old blue hen sees the small green hen.,Someone says that the old blue hen is not seen by the small green hen and the small green hen is seen by the old blue hen.,1,reviewer_2,,,
b6b6aa7ef466f9d62b1de5e192bac5c0669b2641659b627584fcefa421b3cced:0:en,en,dev_b,space,Someone says that the young black bear is above the small black duck and the young red hen is below the large yellow hen.,Someone says that the small black duck is above the young black bear and the large yellow hen is below the young red hen.,0,reviewer_1,,,
b6b6aa7ef466f9d62b1de5e192bac5c0669b2641659b627584fcefa421b3cced:0:en,en,dev_b,space,Someone says that the young black bear is above the small black duck and the young red hen is below the large yellow hen.,Someone says that the small black duck is above the young black bear and the large yellow hen is below the young red hen.,0,reviewer_2,,,
d386da6e38e2071109dd655c6d466310b993cc62d495977801d02a6c088903cf:1:en,en,dev_b,space,Someone says that the small white lion is below the large green fox and the large red lion is above the young blue hen.,Someone says that the large green fox is above the small white lion and the young blue hen is below the large red lion.,1,reviewer_1,,,
d386da6e38e2071109dd655c6d466310b993cc62d495977801d02a6c088903cf:1:en,en,dev_b,space,Someone says that the small white lion is below the large green fox and the large red lion is above the young blue hen.,Someone says that the large green fox is above the small white lion and the young blue hen is below the large red lion.,1,reviewer_2,,,
c686fd8ab060b7dbcca993135d276f9789a11864b38487376116e1c5e535fc28:0:en,en,dev_b,quantity,Someone says that there are five old white cats and two old white sheep.,Someone says that there are five old white sheep and two old white cats.,0,reviewer_1,,,
c686fd8ab060b7dbcca993135d276f9789a11864b38487376116e1c5e535fc28:0:en,en,dev_b,quantity,Someone says that there are five old white cats and two old white sheep.,Someone says that there are five old white sheep and two old white cats.,0,reviewer_2,,,
16f3d4ae8e851b44d6abe8f060554315cf37139c686d877bc502eaa4439f7fd0:1:en,en,dev_b,quantity,Someone says that there are five old green mice and four old red foxes.,Someone says that there are four old red foxes and five old green mice.,1,reviewer_1,,,
16f3d4ae8e851b44d6abe8f060554315cf37139c686d877bc502eaa4439f7fd0:1:en,en,dev_b,quantity,Someone says that there are five old green mice and four old red foxes.,Someone says that there are four old red foxes and five old green mice.,1,reviewer_2,,,
b071ca872884c217cfcd2037ba7cbc2d0f2e82d16bc27ca998985ce7ce6a80f8:0:en,en,test,roles,"If the large green sheep greets the young white hen and the young white hen follows the large green sheep, a bell rings.","If the young white hen is followed by the large green sheep and the large green sheep is greeted by the young white hen, a bell rings.",0,reviewer_1,,,
b071ca872884c217cfcd2037ba7cbc2d0f2e82d16bc27ca998985ce7ce6a80f8:0:en,en,test,roles,"If the large green sheep greets the young white hen and the young white hen follows the large green sheep, a bell rings.","If the young white hen is followed by the large green sheep and the large green sheep is greeted by the young white hen, a bell rings.",0,reviewer_2,,,
b3313217540647768977793a69124db7109fb6187eecd5a754423a9fcf1270dc:1:en,en,test,roles,"If the young red cat greets the old green hen and the old green hen sees the young red cat, a bell rings.","If the old green hen is greeted by the young red cat and the young red cat is seen by the old green hen, a bell rings.",1,reviewer_1,,,
b3313217540647768977793a69124db7109fb6187eecd5a754423a9fcf1270dc:1:en,en,test,roles,"If the young red cat greets the old green hen and the old green hen sees the young red cat, a bell rings.","If the old green hen is greeted by the young red cat and the young red cat is seen by the old green hen, a bell rings.",1,reviewer_2,,,
e6533dcbf4a1a26968d0c0e246faf3677eb078204c594a5c1619f43dd35f791b:0:en,en,test,negation,"If the large red cow sees the large black cow and the large black cow does not see the large red cow, a bell rings.","If the large black cow is not seen by the large red cow and the large red cow is seen by the large black cow, a bell rings.",0,reviewer_1,,,
e6533dcbf4a1a26968d0c0e246faf3677eb078204c594a5c1619f43dd35f791b:0:en,en,test,negation,"If the large red cow sees the large black cow and the large black cow does not see the large red cow, a bell rings.","If the large black cow is not seen by the large red cow and the large red cow is seen by the large black cow, a bell rings.",0,reviewer_2,,,
f6c815039f70479baf0c641924192d099e9b1ac70d5bd92e9ba75e7a274c2e63:1:en,en,test,negation,"If the old yellow horse greets the young black dog and the young black dog does not greet the old yellow horse, a bell rings.","If the young black dog is greeted by the old yellow horse and the old yellow horse is not greeted by the young black dog, a bell rings.",1,reviewer_1,,,
f6c815039f70479baf0c641924192d099e9b1ac70d5bd92e9ba75e7a274c2e63:1:en,en,test,negation,"If the old yellow horse greets the young black dog and the young black dog does not greet the old yellow horse, a bell rings.","If the young black dog is greeted by the old yellow horse and the old yellow horse is not greeted by the young black dog, a bell rings.",1,reviewer_2,,,
3a0426e3445df5ab47b1043d968e9e2b7e886623cf653cff8e516923c203bf45:0:en,en,test,space,"If the young blue bear is behind the old black sheep and the old black dog is in front of the large white horse, a bell rings.","If the old black sheep is behind the young blue bear and the large white horse is in front of the old black dog, a bell rings.",0,reviewer_1,,,
3a0426e3445df5ab47b1043d968e9e2b7e886623cf653cff8e516923c203bf45:0:en,en,test,space,"If the young blue bear is behind the old black sheep and the old black dog is in front of the large white horse, a bell rings.","If the old black sheep is behind the young blue bear and the large white horse is in front of the old black dog, a bell rings.",0,reviewer_2,,,
f88a1163b8856b548bb5b5297352112898996563f613b0817cffba2f0672f4bf:1:en,en,test,space,"If the old blue lion is to the right of the old red dog and the small black sheep is to the left of the small yellow bear, a bell rings.","If the old red dog is to the left of the old blue lion and the small yellow bear is to the right of the small black sheep, a bell rings.",1,reviewer_1,,,
f88a1163b8856b548bb5b5297352112898996563f613b0817cffba2f0672f4bf:1:en,en,test,space,"If the old blue lion is to the right of the old red dog and the small black sheep is to the left of the small yellow bear, a bell rings.","If the old red dog is to the left of the old blue lion and the small yellow bear is to the right of the small black sheep, a bell rings.",1,reviewer_2,,,
5a1c366bd3c1d3e05d782c20a034fe641441899af447781568c79b3882dc3c69:0:en,en,test,quantity,"If there are two small black bears and four old white foxes, a bell rings.","If there are two old white foxes and four small black bears, a bell rings.",0,reviewer_1,,,
5a1c366bd3c1d3e05d782c20a034fe641441899af447781568c79b3882dc3c69:0:en,en,test,quantity,"If there are two small black bears and four old white foxes, a bell rings.","If there are two old white foxes and four small black bears, a bell rings.",0,reviewer_2,,,
eb1c84fbf79e59c775d6891b5ace81271a4d231a03e172951ad0cf020d8659c0:1:en,en,test,quantity,"If there are three small white ducks and five large blue cats, a bell rings.","If there are five large blue cats and three small white ducks, a bell rings.",1,reviewer_1,,,
eb1c84fbf79e59c775d6891b5ace81271a4d231a03e172951ad0cf020d8659c0:1:en,en,test,quantity,"If there are three small white ducks and five large blue cats, a bell rings.","If there are five large blue cats and three small white ducks, a bell rings.",1,reviewer_2,,,
4bf0356084d9949ce087a147f3928ecb4705547cdc101ba4fc7e0afa19ee29ca:0:en,en,train,roles,The small blue bear follows the young black bear and the young black bear sees the small blue bear.,The young black bear is seen by the small blue bear and the small blue bear is followed by the young black bear.,0,reviewer_1,,,
4bf0356084d9949ce087a147f3928ecb4705547cdc101ba4fc7e0afa19ee29ca:0:en,en,train,roles,The small blue bear follows the young black bear and the young black bear sees the small blue bear.,The young black bear is seen by the small blue bear and the small blue bear is followed by the young black bear.,0,reviewer_2,,,
71521ae8a40a7a73d45426994315e4b814b10772b803a5a08927c4260a6e70ef:1:en,en,train,roles,The large black bear sees the small green lion and the small green lion greets the large black bear.,The small green lion is seen by the large black bear and the large black bear is greeted by the small green lion.,1,reviewer_1,,,
71521ae8a40a7a73d45426994315e4b814b10772b803a5a08927c4260a6e70ef:1:en,en,train,roles,The large black bear sees the small green lion and the small green lion greets the large black bear.,The small green lion is seen by the large black bear and the large black bear is greeted by the small green lion.,1,reviewer_2,,,
798d249023c6adba35f60c8efae89e43f255f97a167e0c7d0f0cfa68e28625e0:0:en,en,train,negation,The large red hen does not greet the small green hen and the small green hen greets the large red hen.,The small green hen is greeted by the large red hen and the large red hen is not greeted by the small green hen.,0,reviewer_1,,,
798d249023c6adba35f60c8efae89e43f255f97a167e0c7d0f0cfa68e28625e0:0:en,en,train,negation,The large red hen does not greet the small green hen and the small green hen greets the large red hen.,The small green hen is greeted by the large red hen and the large red hen is not greeted by the small green hen.,0,reviewer_2,,,
5433d710acd573da5a34984e9541c9829de27fd3f648b172e537d39a9b67e91a:1:en,en,train,negation,The large black rabbit follows the old yellow hen and the old yellow hen does not follow the large black rabbit.,The old yellow hen is followed by the large black rabbit and the large black rabbit is not followed by the old yellow hen.,1,reviewer_1,,,
5433d710acd573da5a34984e9541c9829de27fd3f648b172e537d39a9b67e91a:1:en,en,train,negation,The large black rabbit follows the old yellow hen and the old yellow hen does not follow the large black rabbit.,The old yellow hen is followed by the large black rabbit and the large black rabbit is not followed by the old yellow hen.,1,reviewer_2,,,
00edc3148fee1d9b948699e3a6a53c925e164d1242e7d00350e831425871964b:0:en,en,train,space,The old black lion is below the large red fox and the young yellow duck is above the young red dog.,The large red fox is below the old black lion and the young red dog is above the young yellow duck.,0,reviewer_1,,,
00edc3148fee1d9b948699e3a6a53c925e164d1242e7d00350e831425871964b:0:en,en,train,space,The old black lion is below the large red fox and the young yellow duck is above the young red dog.,The large red fox is below the old black lion and the young red dog is above the young yellow duck.,0,reviewer_2,,,
c49a4c6c0f0231763c8cd470da0a7a7d1bb83486152ce2299936db4d07766a60:1:en,en,train,space,The young blue hen is to the left of the small yellow lion and the small red cat is to the right of the old green sheep.,The small yellow lion is to the right of the young blue hen and the old green sheep is to the left of the small red cat.,1,reviewer_1,,,
c49a4c6c0f0231763c8cd470da0a7a7d1bb83486152ce2299936db4d07766a60:1:en,en,train,space,The young blue hen is to the left of the small yellow lion and the small red cat is to the right of the old green sheep.,The small yellow lion is to the right of the young blue hen and the old green sheep is to the left of the small red cat.,1,reviewer_2,,,
07bf0f30157703f946c2a5a7d67c52269fa1ccd61f46e27a3c38d0a224c3f0ed:0:en,en,train,quantity,There are three small black horses and eight old white sheep.,There are three old white sheep and eight small black horses.,0,reviewer_1,,,
07bf0f30157703f946c2a5a7d67c52269fa1ccd61f46e27a3c38d0a224c3f0ed:0:en,en,train,quantity,There are three small black horses and eight old white sheep.,There are three old white sheep and eight small black horses.,0,reviewer_2,,,
140251a46e4e189aadef13089b21307301ae68bad889de4f221978fd24249ff4:1:en,en,train,quantity,There are five old white mice and three old yellow mice.,There are three old yellow mice and five old white mice.,1,reviewer_1,,,
140251a46e4e189aadef13089b21307301ae68bad889de4f221978fd24249ff4:1:en,en,train,quantity,There are five old white mice and three old yellow mice.,There are three old yellow mice and five old white mice.,1,reviewer_2,,,
6d4fa7c4dfdf883d0d2e5d0fbf3bb0d6ad59aced432c64946d6d1389cb76300a:0:de,de,train,roles,Das kleine blaue Pferd verfolgt die alte gelbe Katze und die alte gelbe Katze sieht das kleine blaue Pferd.,Die alte gelbe Katze wird von dem kleinen blauen Pferd gesehen und das kleine blaue Pferd wird von der alten gelben Katze verfolgt.,0,reviewer_1,,,
6d4fa7c4dfdf883d0d2e5d0fbf3bb0d6ad59aced432c64946d6d1389cb76300a:0:de,de,train,roles,Das kleine blaue Pferd verfolgt die alte gelbe Katze und die alte gelbe Katze sieht das kleine blaue Pferd.,Die alte gelbe Katze wird von dem kleinen blauen Pferd gesehen und das kleine blaue Pferd wird von der alten gelben Katze verfolgt.,0,reviewer_2,,,
f0b71f4c08413945397a844229176303a9d9d5af2ba5ab2dd115fe3a0d1f9f2e:1:de,de,train,roles,Der kleine blaue Hund sieht die junge blaue Kuh und die junge blaue Kuh grüßt den kleinen blauen Hund.,Die junge blaue Kuh wird von dem kleinen blauen Hund gesehen und der kleine blaue Hund wird von der jungen blauen Kuh gegrüßt.,1,reviewer_1,,,
f0b71f4c08413945397a844229176303a9d9d5af2ba5ab2dd115fe3a0d1f9f2e:1:de,de,train,roles,Der kleine blaue Hund sieht die junge blaue Kuh und die junge blaue Kuh grüßt den kleinen blauen Hund.,Die junge blaue Kuh wird von dem kleinen blauen Hund gesehen und der kleine blaue Hund wird von der jungen blauen Kuh gegrüßt.,1,reviewer_2,,,
fc10142482c64b715919f1116ba975e8e747ac18874ac5948c86fd60c43511a9:0:de,de,train,negation,Das alte schwarze Schaf verfolgt die junge schwarze Maus und die junge schwarze Maus verfolgt das alte schwarze Schaf nicht.,Die junge schwarze Maus wird nicht von dem alten schwarzen Schaf verfolgt und das alte schwarze Schaf wird von der jungen schwarzen Maus verfolgt.,0,reviewer_1,,,
fc10142482c64b715919f1116ba975e8e747ac18874ac5948c86fd60c43511a9:0:de,de,train,negation,Das alte schwarze Schaf verfolgt die junge schwarze Maus und die junge schwarze Maus verfolgt das alte schwarze Schaf nicht.,Die junge schwarze Maus wird nicht von dem alten schwarzen Schaf verfolgt und das alte schwarze Schaf wird von der jungen schwarzen Maus verfolgt.,0,reviewer_2,,,
c8f6eff8ffe4e728abc0ea13dffacfaeed3a2351aa0a47bf21c05a60e7942226:1:de,de,train,negation,Die große rote Kuh grüßt die junge grüne Katze und die junge grüne Katze grüßt die große rote Kuh nicht.,Die junge grüne Katze wird von der großen roten Kuh gegrüßt und die große rote Kuh wird nicht von der jungen grünen Katze gegrüßt.,1,reviewer_1,,,
c8f6eff8ffe4e728abc0ea13dffacfaeed3a2351aa0a47bf21c05a60e7942226:1:de,de,train,negation,Die große rote Kuh grüßt die junge grüne Katze und die junge grüne Katze grüßt die große rote Kuh nicht.,Die junge grüne Katze wird von der großen roten Kuh gegrüßt und die große rote Kuh wird nicht von der jungen grünen Katze gegrüßt.,1,reviewer_2,,,
7bfc41188ac8d8f16828054712e0230a249ac23352160de58ce0720c433b8665:0:de,de,train,space,Das große weiße Kaninchen ist vor der großen blauen Maus und die große weiße Ente ist hinter dem kleinen roten Huhn.,Die große blaue Maus ist vor dem großen weißen Kaninchen und das kleine rote Huhn ist hinter der großen weißen Ente.,0,reviewer_1,,,
7bfc41188ac8d8f16828054712e0230a249ac23352160de58ce0720c433b8665:0:de,de,train,space,Das große weiße Kaninchen ist vor der großen blauen Maus und die große weiße Ente ist hinter dem kleinen roten Huhn.,Die große blaue Maus ist vor dem großen weißen Kaninchen und das kleine rote Huhn ist hinter der großen weißen Ente.,0,reviewer_2,,,
3cc0fdd87ac62d33a36a6a5177d69110d030e63b958299f4a9521d4adff9ca02:1:de,de,train,space,Die große weiße Katze ist oberhalb von der großen blauen Maus und das große weiße Huhn ist unterhalb von der alten weißen Maus.,Die große blaue Maus ist unterhalb von der großen weißen Katze und die alte weiße Maus ist oberhalb von dem großen weißen Huhn.,1,reviewer_1,,,
3cc0fdd87ac62d33a36a6a5177d69110d030e63b958299f4a9521d4adff9ca02:1:de,de,train,space,Die große weiße Katze ist oberhalb von der großen blauen Maus und das große weiße Huhn ist unterhalb von der alten weißen Maus.,Die große blaue Maus ist unterhalb von der großen weißen Katze und die alte weiße Maus ist oberhalb von dem großen weißen Huhn.,1,reviewer_2,,,
1ebe31ecd4270e4442af096b322299f2ef12680605a3e831c57b8683791e3609:0:de,de,train,quantity,Es gibt drei kleine weiße Hunde und zwei alte weiße Katzen.,Es gibt drei alte weiße Katzen und zwei kleine weiße Hunde.,0,reviewer_1,,,
1ebe31ecd4270e4442af096b322299f2ef12680605a3e831c57b8683791e3609:0:de,de,train,quantity,Es gibt drei kleine weiße Hunde und zwei alte weiße Katzen.,Es gibt drei alte weiße Katzen und zwei kleine weiße Hunde.,0,reviewer_2,,,
163f5c50e94ce17abafcddbdb47ab9b0ea6ac70621dc14e9c15ed748d9cc5586:1:de,de,train,quantity,Es gibt zwei alte blaue Mäuse und vier alte weiße Pferde.,Es gibt vier alte weiße Pferde und zwei alte blaue Mäuse.,1,reviewer_1,,,
163f5c50e94ce17abafcddbdb47ab9b0ea6ac70621dc14e9c15ed748d9cc5586:1:de,de,train,quantity,Es gibt zwei alte blaue Mäuse und vier alte weiße Pferde.,Es gibt vier alte weiße Pferde und zwei alte blaue Mäuse.,1,reviewer_2,,,
ad118a85660b715c75795dcddb907fa27bb4e66694f202eb5aaafd4f9e048f31:0:de,de,dev_a,roles,"Stimmt es, dass das kleine gelbe Kaninchen den alten gelben Hund sieht und der alte gelbe Hund das kleine gelbe Kaninchen verfolgt?","Stimmt es, dass der alte gelbe Hund von dem kleinen gelben Kaninchen verfolgt wird und das kleine gelbe Kaninchen von dem alten gelben Hund gesehen wird?",0,reviewer_1,,,
ad118a85660b715c75795dcddb907fa27bb4e66694f202eb5aaafd4f9e048f31:0:de,de,dev_a,roles,"Stimmt es, dass das kleine gelbe Kaninchen den alten gelben Hund sieht und der alte gelbe Hund das kleine gelbe Kaninchen verfolgt?","Stimmt es, dass der alte gelbe Hund von dem kleinen gelben Kaninchen verfolgt wird und das kleine gelbe Kaninchen von dem alten gelben Hund gesehen wird?",0,reviewer_2,,,
38a1c0fd9858459da3332751fd9d5e8af89b16393ae67c6528be11d39e4bc64c:1:de,de,dev_a,roles,"Stimmt es, dass der große blaue Fuchs den alten blauen Löwen verfolgt und der alte blaue Löwe den großen blauen Fuchs grüßt?","Stimmt es, dass der alte blaue Löwe von dem großen blauen Fuchs verfolgt wird und der große blaue Fuchs von dem alten blauen Löwen gegrüßt wird?",1,reviewer_1,,,
38a1c0fd9858459da3332751fd9d5e8af89b16393ae67c6528be11d39e4bc64c:1:de,de,dev_a,roles,"Stimmt es, dass der große blaue Fuchs den alten blauen Löwen verfolgt und der alte blaue Löwe den großen blauen Fuchs grüßt?","Stimmt es, dass der alte blaue Löwe von dem großen blauen Fuchs verfolgt wird und der große blaue Fuchs von dem alten blauen Löwen gegrüßt wird?",1,reviewer_2,,,
cf01edd93d6e9021fd9c67e97fcd6660641ebb01293c7d95ece96cf8f9a4816f:0:de,de,dev_a,negation,"Stimmt es, dass die alte rote Katze die junge gelbe Ente nicht grüßt und die junge gelbe Ente die alte rote Katze grüßt?","Stimmt es, dass die junge gelbe Ente von der alten roten Katze gegrüßt wird und die alte rote Katze nicht von der jungen gelben Ente gegrüßt wird?",0,reviewer_1,,,
cf01edd93d6e9021fd9c67e97fcd6660641ebb01293c7d95ece96cf8f9a4816f:0:de,de,dev_a,negation,"Stimmt es, dass die alte rote Katze die junge gelbe Ente nicht grüßt und die junge gelbe Ente die alte rote Katze grüßt?","Stimmt es, dass die junge gelbe Ente von der alten roten Katze gegrüßt wird und die alte rote Katze nicht von der jungen gelben Ente gegrüßt wird?",0,reviewer_2,,,
e438b4b90ff5918a77f56588da920ff77c9fb47fb0e5efad73925299662c29d0:1:de,de,dev_a,negation,"Stimmt es, dass das kleine schwarze Pferd den kleinen grünen Löwen grüßt und der kleine grüne Löwe das kleine schwarze Pferd nicht grüßt?","Stimmt es, dass der kleine grüne Löwe von dem kleinen schwarzen Pferd gegrüßt wird und das kleine schwarze Pferd nicht von dem kleinen grünen Löwen gegrüßt wird?",1,reviewer_1,,,
e438b4b90ff5918a77f56588da920ff77c9fb47fb0e5efad73925299662c29d0:1:de,de,dev_a,negation,"Stimmt es, dass das kleine schwarze Pferd den kleinen grünen Löwen grüßt und der kleine grüne Löwe das kleine schwarze Pferd nicht grüßt?","Stimmt es, dass der kleine grüne Löwe von dem kleinen schwarzen Pferd gegrüßt wird und das kleine schwarze Pferd nicht von dem kleinen grünen Löwen gegrüßt wird?",1,reviewer_2,,,
8ee868c9fa21296209bfa25f77d6ad016d7d0386068a57e9b6e342c1137a87ac:0:de,de,dev_a,space,"Stimmt es, dass das alte schwarze Huhn unterhalb von dem alten schwarzen Pferd ist und der junge grüne Fuchs oberhalb von dem großen blauen Schaf ist?","Stimmt es, dass das alte schwarze Pferd unterhalb von dem alten schwarzen Huhn ist und das große blaue Schaf oberhalb von dem jungen grünen Fuchs ist?",0,reviewer_1,,,
8ee868c9fa21296209bfa25f77d6ad016d7d0386068a57e9b6e342c1137a87ac:0:de,de,dev_a,space,"Stimmt es, dass das alte schwarze Huhn unterhalb von dem alten schwarzen Pferd ist und der junge grüne Fuchs oberhalb von dem großen blauen Schaf ist?","Stimmt es, dass das alte schwarze Pferd unterhalb von dem alten schwarzen Huhn ist und das große blaue Schaf oberhalb von dem jungen grünen Fuchs ist?",0,reviewer_2,,,
222498bd5e7200a76f416f1b1fe43565b312f8ba76654db6d6c57a3f52d41895:1:de,de,dev_a,space,"Stimmt es, dass der alte gelbe Löwe hinter der großen schwarzen Kuh ist und der junge gelbe Fuchs vor dem großen roten Huhn ist?","Stimmt es, dass die große schwarze Kuh vor dem alten gelben Löwen ist und das große rote Huhn hinter dem jungen gelben Fuchs ist?",1,reviewer_1,,,
222498bd5e7200a76f416f1b1fe43565b312f8ba76654db6d6c57a3f52d41895:1:de,de,dev_a,space,"Stimmt es, dass der alte gelbe Löwe hinter der großen schwarzen Kuh ist und der junge gelbe Fuchs vor dem großen roten Huhn ist?","Stimmt es, dass die große schwarze Kuh vor dem alten gelben Löwen ist und das große rote Huhn hinter dem jungen gelben Fuchs ist?",1,reviewer_2,,,
a99102655e606bf991a3cac0e0e0fb920876a5e453823a7bbdd4c97608cc577f:0:de,de,dev_a,quantity,"Stimmt es, dass es fünf junge grüne Kaninchen und sieben große gelbe Füchse gibt?","Stimmt es, dass es fünf große gelbe Füchse und sieben junge grüne Kaninchen gibt?",0,reviewer_1,,,
a99102655e606bf991a3cac0e0e0fb920876a5e453823a7bbdd4c97608cc577f:0:de,de,dev_a,quantity,"Stimmt es, dass es fünf junge grüne Kaninchen und sieben große gelbe Füchse gibt?","Stimmt es, dass es fünf große gelbe Füchse und sieben junge grüne Kaninchen gibt?",0,reviewer_2,,,
efc2827dd1e7b90a029a4dd74c1eb6813322f515c97a01f5c28c047e4cef1d2a:1:de,de,dev_a,quantity,"Stimmt es, dass es sieben junge weiße Füchse und fünf kleine schwarze Bären gibt?","Stimmt es, dass es fünf kleine schwarze Bären und sieben junge weiße Füchse gibt?",1,reviewer_1,,,
efc2827dd1e7b90a029a4dd74c1eb6813322f515c97a01f5c28c047e4cef1d2a:1:de,de,dev_a,quantity,"Stimmt es, dass es sieben junge weiße Füchse und fünf kleine schwarze Bären gibt?","Stimmt es, dass es fünf kleine schwarze Bären und sieben junge weiße Füchse gibt?",1,reviewer_2,,,
8f254a46eca7c74827f243ce1234888eb9617d526a3e91cb6548f47dcd6d1bd9:0:de,de,dev_b,roles,"Jemand sagt, dass der große rote Löwe die alte grüne Katze verfolgt und die alte grüne Katze den großen roten Löwen grüßt.","Jemand sagt, dass die alte grüne Katze von dem großen roten Löwen gegrüßt wird und der große rote Löwe von der alten grünen Katze verfolgt wird.",0,reviewer_1,,,
8f254a46eca7c74827f243ce1234888eb9617d526a3e91cb6548f47dcd6d1bd9:0:de,de,dev_b,roles,"Jemand sagt, dass der große rote Löwe die alte grüne Katze verfolgt und die alte grüne Katze den großen roten Löwen grüßt.","Jemand sagt, dass die alte grüne Katze von dem großen roten Löwen gegrüßt wird und der große rote Löwe von der alten grünen Katze verfolgt wird.",0,reviewer_2,,,
717996bed81b41bf07daa1c93fbc510e79e04ba40be3e138faffc7fc64e7ee1f:1:de,de,dev_b,roles,"Jemand sagt, dass der große schwarze Hund das alte grüne Schaf sieht und das alte grüne Schaf den großen schwarzen Hund verfolgt.","Jemand sagt, dass das alte grüne Schaf von dem großen schwarzen Hund gesehen wird und der große schwarze Hund von dem alten grünen Schaf verfolgt wird.",1,reviewer_1,,,
717996bed81b41bf07daa1c93fbc510e79e04ba40be3e138faffc7fc64e7ee1f:1:de,de,dev_b,roles,"Jemand sagt, dass der große schwarze Hund das alte grüne Schaf sieht und das alte grüne Schaf den großen schwarzen Hund verfolgt.","Jemand sagt, dass das alte grüne Schaf von dem großen schwarzen Hund gesehen wird und der große schwarze Hund von dem alten grünen Schaf verfolgt wird.",1,reviewer_2,,,
d9827ed202b066cf7eea4a5c9f5e7b4f62f30915c9f718b14be519a471d4b14e:0:de,de,dev_b,negation,"Jemand sagt, dass die große schwarze Kuh die große rote Katze nicht sieht und die große rote Katze die große schwarze Kuh sieht.","Jemand sagt, dass die große rote Katze von der großen schwarzen Kuh gesehen wird und die große schwarze Kuh nicht von der großen roten Katze gesehen wird.",0,reviewer_1,,,
d9827ed202b066cf7eea4a5c9f5e7b4f62f30915c9f718b14be519a471d4b14e:0:de,de,dev_b,negation,"Jemand sagt, dass die große schwarze Kuh die große rote Katze nicht sieht und die große rote Katze die große schwarze Kuh sieht.","Jemand sagt, dass die große rote Katze von der großen schwarzen Kuh gesehen wird und die große schwarze Kuh nicht von der großen roten Katze gesehen wird.",0,reviewer_2,,,
